$French Daily Discharge,
Auto-Generated,
JDAY,Flow
3203,0.006660347
3204,0.009281134
3205,0.017163201
3206,0.011488113
3207,0.0093205445
3208,0.007152976
3209,0.006699757
3210,0.006620936
3211,0.011901921
3212,0.010680201
3213,0.007507669
3214,0.006502705
3215,0.006069192
3216,0.005537152
3217,0.005221869
3218,0.005083933
3219,0.007645605
3220,0.085323377
3221,0.319223718
3222,0.386221289
3223,0.169267391
3224,0.108969578
3225,1.399066914
3226,0.784265679
3227,0.34286992
3228,0.210845296
3229,0.155867877
3230,0.125521919
3231,0.107590216
3232,0.102269821
3233,0.11153125
3234,0.089461462
3235,0.077244258
3236,0.067588726
3237,0.057144987
3238,0.058327297
3239,0.057933193
3240,0.064238847
3241,0.063253589
3242,0.067391674
3243,0.085126325
3244,0.077638361
3245,0.099511097
3246,0.11862511
3247,0.097343529
3248,0.091037875
3249,0.101284563
3250,0.0880821
3251,0.078820671
3252,0.072909121
3253,0.066800519
3254,0.066406416
3255,0.06108602
3256,0.056947935
3257,0.057144987
3258,0.056159728
3259,0.054780367
3260,0.053203953
3261,0.051233436
3262,0.103255079
3263,0.113698818
3264,0.089461462
3265,0.080200033
3266,0.081579395
3267,0.077244258
3268,0.076456051
3269,0.086308635
3270,0.072120914
3271,0.060888969
3272,0.060888969
3273,0.055962677
3274,0.053598056
3275,0.057342038
3276,0.067588726
3277,0.061283072
3278,0.053401005
3279,0.061480124
3280,0.11034894
3281,0.096161219
3282,0.075470793
3283,0.073106173
3284,0.06463295
3285,0.063056537
3286,0.061874227
3287,0.060494865
3288,0.057144987
3289,0.054780367
3290,0.055962677
3291,0.064830002
3292,0.072515018
3293,0.076456051
3294,0.079411826
3295,0.074091431
3296,0.067785777
3297,0.063844744
3298,0.066800519
3299,0.132418728
3300,0.989199424
3301,0.778354128
3302,0.534010048
3303,0.305430101
3304,0.161976479
3305,0.140497846
3306,0.127886539
3307,0.117836903
3308,0.109757785
3309,0.105619699
3310,0.143650673
3311,0.279813383
3312,0.206904262
3313,0.147591707
3314,0.126507177
3315,0.148576965
3316,0.144241828
3317,0.120792679
3318,0.107787268
3319,0.097343529
3320,0.110743043
3321,0.125521919
3322,0.091234927
3323,0.174193683
3324,0.141877208
3325,0.115275232
3326,0.131433469
3327,0.124536661
3328,0.104437389
3329,0.380309739
3330,0.75273741
3331,0.380309739
3332,0.240403047
3333,0.199022195
3334,0.195081161
3335,0.176952407
3336,0.161976479
3337,0.149759275
3338,0.246314598
3339,0.289665967
3340,0.246314598
3341,0.202963228
3342,0.218727363
3343,0.23252098
3344,0.325135269
3345,0.250255631
3346,0.200992712
3347,0.176558304
3348,0.2817839
3349,0.675887256
3350,0.400014906
3351,0.2817839
3352,0.230550463
3353,0.200992712
3354,0.206904262
3355,0.199022195
3356,0.174193683
3357,0.159611859
3358,0.155867877
3359,0.160400066
3360,0.166902771
3361,0.156853136
3362,0.153503257
3363,0.151926844
3364,0.119413317
3365,0.109560733
3366,0.106013803
3367,0.103058028
3368,0.105422648
3369,0.114487025
3370,0.12217204
3371,0.126901281
3372,0.117836903
3373,0.119610369
3374,0.135768606
3375,0.192125386
3376,0.248285114
3377,0.277842866
3378,0.204933745
3379,0.173208425
3380,0.168479185
3381,0.262078732
3382,0.305430101
3383,0.214786329
3384,0.22660943
3385,0.218727363
3386,0.181090492
3387,0.153503257
3388,0.13852733
3389,0.128871797
3390,0.139512588
3391,0.122369092
3392,0.11034894
3393,0.291636484
3394,0.916290303
3395,0.579331934
3396,0.368486638
3397,0.28769545
3398,0.224638913
3399,0.188775508
3400,0.161779428
3401,0.141877208
3402,0.157641342
3403,0.293607
3404,0.240403047
3405,0.240403047
3406,0.197051678
3407,0.186016784
3408,0.173996632
3409,0.149365172
3410,0.128083591
3411,0.118428059
3412,0.10798432
3413,0.108181371
3414,0.130448211
3415,0.11507818
3416,0.100890459
3417,0.09044672
3418,0.083549911
3419,0.078426568
3420,0.088279152
3421,0.08689979
3422,0.078032465
3423,0.139906691
3424,0.109363681
3425,0.089855565
3426,0.077244258
3427,0.09044672
3428,0.083155808
3429,0.072712069
3430,0.066997571
3431,0.056750883
3432,0.049065868
3433,0.046307144
3434,0.046504196
3435,0.052415746
3436,0.049854075
3437,0.042366111
3438,0.03645456
3439,0.031922372
3440,0.031922372
3441,0.034286992
3442,0.030345958
3443,0.039410336
3444,0.036848664
3445,0.033104682
3446,0.030937113
3447,0.029163648
3448,0.028572493
3449,0.025222615
3450,0.02344915
3451,0.020493375
3452,0.019133718
3453,0.015370031
3454,0.013163052
3455,0.011823101
3456,0.010089046
3457,0.009281134
3458,0.008335286
3459,0.005990371
3460,0.003271058
3461,0.002522261
3462,0.03527225
3463,0.129068849
3464,0.050642281
3465,0.033695837
3466,0.088870307
3467,0.059509607
3468,0.031134165
3469,0.01875932
3470,0.017951408
3471,0.014956222
3472,0.01178369
3473,0.010896958
3474,0.010502854
3475,0.009635827
3476,0.008689979
3477,0.007763836
3478,0.006857398
3479,0.006088897
3480,0.005359806
3481,0.004965702
3482,0.00472924
3483,0.00465042
3484,0.006423885
3485,0.078032465
3486,0.092220185
3487,0.022463891
3488,0.01121224
3489,0.008670274
3490,0.009202313
3491,0.01406949
3492,0.016650867
3493,0.014621235
3494,0.026404925
3495,0.026799028
3496,0.019153423
3497,0.01586266
3498,0.014798581
3499,0.012650718
3500,0.010877253
3501,0.011054599
3502,0.02699608
3503,0.031528268
3504,0.045715989
3505,0.026601977
3506,0.019429295
3507,0.021281581
3508,0.025222615
3509,0.022857995
3510,0.04926292
3511,0.273901833
3512,0.192519489
3513,0.360604571
3514,0.368486638
3515,0.196657575
3516,0.112319456
3517,0.103255079
3518,0.128280642
3519,0.089855565
3520,0.060888969
3521,0.08453517
3522,0.11980742
3523,0.075076689
3524,0.045913041
3525,0.033498785
3526,0.026207873
3527,0.023843253
3528,0.019133718
3529,0.016020301
3530,0.014621235
3531,0.012552192
3532,0.011389587
3533,0.010384623
3534,0.009241724
3535,0.008177645
3536,0.010128456
3537,0.018128754
3538,0.016296174
3539,0.011961037
3540,0.012118678
3541,0.071923862
3542,0.072515018
3543,0.078820671
3544,0.062859485
3545,0.043154317
3546,0.032316475
3547,0.025616718
3548,0.437454725
3549,0.817764464
3550,0.333017336
3551,0.195278213
3552,0.12335435
3553,0.088279152
3554,0.06581526
3555,0.085323377
3556,0.295577517
3557,0.449277826
3558,0.303459584
3559,0.216756846
3560,0.15035043
3561,0.115866387
3562,0.121186782
3563,0.208874779
3564,0.183849216
3565,0.134586296
3566,0.156459032
3567,0.106407906
3568,0.079214775
3569,0.069559242
3570,0.067588726
3571,0.124339609
3572,0.433513692
3573,0.22660943
3574,0.165129306
3575,0.133798089
3576,0.128477694
3577,0.115275232
3578,0.097934684
3579,0.08689979
3580,0.081973498
3581,0.075273741
3582,0.068771036
3583,0.068573984
3584,0.079214775
3585,0.074682586
3586,0.066997571
3587,0.096161219
3588,0.277842866
3589,0.212815812
3590,0.183061009
3591,0.156656084
3592,0.252226148
3593,0.169464443
3594,1.10151888
3595,0.878850484
3596,0.431543175
3597,0.429572658
3598,0.571449866
3599,0.364545604
3600,0.266019765
3601,0.52612798
3602,0.437454725
3603,0.295577517
3604,0.510363846
3605,0.715297591
3606,0.400014906
3607,0.370457155
3608,0.340899403
3609,0.283754416
3610,0.275872349
3611,0.366516121
3612,0.325135269
3613,0.23843253
3614,0.181681647
3615,0.175573045
3616,0.191731283
3617,0.234491497
3618,0.882791518
3619,0.69165139
3620,0.40986749
3621,0.299518551
3622,0.248285114
3623,0.370457155
3624,0.571449866
3625,0.400014906
3626,0.285724933
3627,0.23252098
3628,0.200992712
3629,0.171632012
3630,0.150547482
3631,0.142862467
3632,0.129660004
3633,0.123748454
3634,0.109954836
3635,0.108575475
3636,0.11389587
3637,0.11626049
3638,0.182469854
3639,0.159217756
3640,0.123748454
3641,0.113107663
3642,0.258137698
3643,0.652241054
3644,0.360604571
3645,0.23252098
3646,0.184243319
3647,0.151926844
3648,0.135965658
3649,0.14207426
3650,0.206904262
3651,0.173208425
3652,0.145818242
