$Withdrawal from North Dyke + Towns, Nashua River, Wachusett Aqueduct, Spillway, , , , 
FROM: 2017_WaterBalance, , , , ,,,
JDAY,ND+T,Nash,Wach,Spill,,,
3070,0.06,4.1,0,0,,,
3071,0.06,4.45,0,0,,,
3072,0.07,4.45,0,0,,,
3073,0.07,3.23,0,0,,,
3074,0.07,1.46,0,0,,,
3075,0.07,0.54,0,0,,,
3076,0.06,0.31,0,0,,,
3077,0.07,0.31,0,0,,,
3078,0.06,0.31,0,0,,,
3079,0.05,0.31,0,0,,,
3080,0.06,1.45,0,0,,,
3081,0.08,3.67,0,0,,,
3082,0.07,4.04,0,0,,,
3083,0.07,2.62,0,0,,,
3084,0.09,1.23,0,0,,,
3085,0.08,0.31,0,0,,,
3086,0.10,0.31,0,0,,,
3087,0.07,0.31,0,0,,,
3088,0.08,0.3,0,0,,,
3089,0.06,0.3,0,0,,,
3090,0.07,0.3,0,0,,,
3091,0.07,0.3,0,0,,,
3092,0.10,0.3,0,0,,,
3093,0.09,0.3,0,0,,,
3094,0.10,0.3,0,0,,,
3095,0.11,0.3,0,0,,,
3096,0.10,0.3,0,0,,,
3097,0.07,0.3,0,0,,,
3098,0.07,0.3,0,0,,,
3099,0.09,0.3,0,0,,,
3100,0.07,0.3,0,0,,,
3101,0.07,0.3,0,0,,,
3102,0.08,0.3,0,0,,,
3103,0.07,0.3,0,0,,,
3104,0.07,0.3,0,0,,,
3105,0.08,0.3,0,0,,,
3106,0.06,0.3,0,0,,,
3107,0.08,0.3,0,0,,,
3108,0.08,0.3,0,0,,,
3109,0.07,0.3,0,0,,,
3110,0.06,0.3,0,0,,,
3111,0.08,0.3,0,0,,,
3112,0.07,0.3,0,0,,,
3113,0.09,0.3,0,0,,,
3114,0.07,0.3,0,0,,,
3115,0.06,0.3,0,0,,,
3116,0.08,0.3,0,0,,,
3117,0.06,0.3,0,0,,,
3118,0.07,0.3,0,0,,,
3119,0.08,0.3,0,0,,,
3120,0.08,0.3,0,0,,,
3121,0.08,0.3,0,0,,,
3122,0.09,0.3,0,0,,,
3123,0.08,0.3,0,0,,,
3124,0.10,0.3,0,0,,,
3125,0.08,0.3,0,0,,,
3126,0.07,0.3,0,0,,,
3127,0.08,0.3,0,0,,,
3128,0.06,0.3,0,0,,,
3129,0.08,0.3,0,0,,,
3130,0.06,0.3,0,0,,,
3131,0.07,0.3,0,0,,,
3132,0.08,0.3,0,0,,,
3133,0.08,0.3,0,0,,,
3134,0.07,0.3,0,0,,,
3135,0.09,0.3,0,0,,,
3136,0.07,0.3,0,0,,,
3137,0.07,0.3,0,0,,,
3138,0.08,0.3,0,0,,,
3139,0.06,0.3,0,0,,,
3140,0.07,0.3,0,0,,,
3141,0.07,0.3,0,0,,,
3142,0.06,0.3,0,0,,,
3143,0.08,0.3,0,0,,,
3144,0.07,0.3,0,0,,,
3145,0.07,0.3,0,0,,,
3146,0.08,0.3,0,0,,,
3147,0.06,0.3,0,0,,,
3148,0.06,0.3,0,0,,,
3149,0.08,0.3,0,0,,,
3150,0.07,0.3,0,0,,,
3151,0.08,0.3,0,0,,,
3152,0.07,0.3,0,0,,,
3153,0.07,0.3,0,0,,,
3154,0.08,0.3,0,0,,,
3155,0.07,0.3,0,0,,,
3156,0.07,0.3,0,0,,,
3157,0.09,0.3,0,0,,,
3158,0.08,0.3,0,0,,,
3159,0.08,0.3,0,0,,,
3160,0.08,0.3,0,0,,,
3161,0.07,0.3,0,0,,,
3162,0.09,0.3,0,0,,,
3163,0.07,0.3,0,0,,,
3164,0.07,0.3,0,0,,,
3165,0.08,0.3,0,0,,,
3166,0.08,0.3,0,0,,,
3167,0.06,0.3,0,0,,,
3168,0.07,0.3,0,0,,,
3169,0.06,0.3,0,0,,,
3170,0.06,0.3,0,0,,,
3171,0.08,0.3,0,0,,,
3172,0.06,0.3,0,0,,,
3173,0.06,0.3,0,0,,,
3174,0.07,0.3,0,0,,,
3175,0.06,0.3,0,0,,,
3176,0.09,0.3,0,0,,,
3177,0.07,0.3,0,0,,,
3178,0.07,0.3,0,0,,,
3179,0.08,0.3,0,0,,,
3180,0.07,0.3,0,0,,,
3181,0.07,0.3,0,0,,,
3182,0.08,0.3,0,0,,,
3183,0.06,0.3,0,0,,,
3184,0.07,0.3,0,0,,,
3185,0.07,0.3,0,0,,,
3186,0.06,0.3,0,0,,,
3187,0.07,0.3,0,0,,,
3188,0.06,0.3,0,0,,,
3189,0.07,0.3,0,0,,,
3190,0.08,0.3,0,0,,,
3191,0.07,0.3,0,0,,,
3192,0.07,0.3,0,0,,,
3193,0.08,0.3,0,0,,,
3194,0.06,0.3,0,0,,,
3195,0.06,0.3,0,0,,,
3196,0.07,0.3,0,0,,,
3197,0.06,0.3,0,0,,,
3198,0.06,0.3,0,0,,,
3199,0.08,0.3,0,0,,,
3200,0.07,0.28,0,0,,,
3201,0.06,0.29,0,0,,,
3202,0.08,0.29,0,0,,,
3203,0.06,0.29,0,0,,,
3204,0.06,0.29,0,0,,,
3205,0.07,0.19,0,0,,,
3206,0.06,0.08,0,0,,,
3207,0.07,0.17,0,0,,,
3208,0.06,0.27,0,0,,,
3209,0.06,0.3,0,0,,,
3210,0.07,0.3,0,0,,,
3211,0.06,0.3,0,0,,,
3212,0.06,0.3,0,0,,,
3213,0.07,0.3,0,0,,,
3214,0.06,0.3,0,0,,,
3215,0.06,0.3,0,0,,,
3216,0.07,0.3,0,0,,,
3217,0.06,0.3,0,0,,,
3218,0.06,0.3,0,0,,,
3219,0.05,0.3,0,0,,,
3220,0.07,0.3,0,0,,,
3221,0.05,0.3,0,0,,,
3222,0.06,0.3,0,0,,,
3223,0.06,0.3,0,0,,,
3224,0.06,0.3,0,0,,,
3225,0.08,0.3,0,0,,,
3226,0.08,0.3,0,0,,,
3227,0.07,0.3,0,0,,,
3228,0.07,0.3,0,0,,,
3229,0.08,0.3,0,0,,,
3230,0.06,0.3,0,0,,,
3231,0.05,0.3,0,0,,,
3232,0.07,2.15,0,0,,,
3233,0.05,1.53,0,0,,,
3234,0.05,0.08,0,0,,,
3235,0.06,0.44,0,0,,,
3236,0.05,0.08,0,0,,,
3237,0.05,0.08,0,0,,,
3238,0.06,0.08,0,0,,,
3239,0.05,0.08,0,0,,,
3240,0.05,0.08,0,0,,,
3241,0.07,0.08,0,0,,,
3242,0.05,0.08,0,0,,,
3243,0.05,0.08,0,0,,,
3244,0.05,0.08,0,0,,,
3245,0.06,0.08,0,0,,,
3246,0.05,0.08,0,0,,,
3247,0.05,0.08,0,0,,,
3248,0.07,0.08,0,0,,,
3249,0.05,0.08,0,0,,,
3250,0.05,0.08,0,0,,,
3251,0.05,0.08,0,0,,,
3252,0.04,0.08,0,0,,,
3253,0.06,0.08,0,0,,,
3254,0.05,0.08,0,0,,,
3255,0.05,0.08,0,0,,,
3256,0.06,0.08,0,0,,,
3257,0.05,0.08,0,0,,,
3258,0.05,0.08,0,0,,,
3259,0.06,0.08,0,0,,,
3260,0.05,0.08,0,0,,,
3261,0.05,0.08,0,0,,,
3262,0.05,0.08,0,0,,,
3263,0.07,0.08,0,0,,,
3264,0.05,0.08,0,0,,,
3265,0.05,0.08,0,0,,,
3266,0.06,0.08,0,0,,,
3267,0.06,0.08,0,0,,,
3268,0.05,0.08,0,0,,,
3269,0.06,0.08,0,0,,,
3270,0.04,0.08,0,0,,,
3271,0.05,0.08,0,0,,,
3272,0.06,0.08,0,0,,,
3273,0.06,0.08,0,0,,,
3274,0.05,0.08,0,0,,,
3275,0.06,0.08,0,0,,,
3276,0.05,0.08,0,0,,,
3277,0.07,0.08,0,0,,,
3278,0.05,0.08,0,0,,,
3279,0.04,0.08,0,0,,,
3280,0.06,0.08,0,0,,,
3281,0.05,0.08,0,0,,,
3282,0.04,0.08,0,0,,,
3283,0.07,0.08,0,0,,,
3284,0.05,0.08,0,0,,,
3285,0.04,0.08,0,0,,,
3286,0.07,0.08,0,0,,,
3287,0.05,0.08,0,0,,,
3288,0.05,0.08,0,0,,,
3289,0.06,0.08,0,0,,,
3290,0.05,0.08,0,0,,,
3291,0.06,0.08,0,0,,,
3292,0.08,0.08,0,0,,,
3293,0.05,0.08,0,0,,,
3294,0.06,0.08,0,0,,,
3295,0.06,0.08,0,0,,,
3296,0.07,0.08,0,0,,,
3297,0.07,0.08,0,0,,,
3298,0.06,0.08,0,0,,,
3299,0.06,0.08,0,0,,,
3300,0.06,0.08,0,0,,,
3301,0.06,0.08,0,0,,,
3302,0.06,0.08,0,0,,,
3303,0.06,0.08,0,0,,,
3304,0.06,0.08,0,0,,,
3305,0.07,1.11,0,0,,,
3306,0.06,3.41,0,0,,,
3307,0.05,4.44,0,0,,,
3308,0.06,4.44,0,0,,,
3309,0.05,4.44,0,0,,,
3310,0.05,4.44,0,0,,,
3311,0.05,4.44,0,0,,,
3312,0.06,4.44,0,0,,,
3313,0.05,4.44,0,0,,,
3314,0.06,4.44,0,0,,,
3315,0.05,4.44,0,0,,,
3316,0.06,4.44,0,0,,,
3317,0.05,4.44,0,0,,,
3318,0.05,4.44,0,0,,,
3319,0.05,4.44,0,0,,,
3320,0.05,4.44,0,0,,,
3321,0.05,4.44,0,0,,,
3322,0.06,4.44,0,0,,,
3323,0.05,4.44,0,0,,,
3324,0.05,3.23,0,0,,,
3325,0.05,0.91,0,0,,,
3326,0.05,0.08,0,0,,,
3327,0.06,0.08,0,0,,,
3328,0.05,0.08,0,0,,,
3329,0.07,0.08,0,0,,,
3330,0.05,0.08,0,0,,,
3331,0.05,0.08,0,0,,,
3332,0.06,0.08,0,0,,,
3333,0.05,0.08,0,0,,,
3334,0.05,0.08,0,0,,,
3335,0.07,0.08,0,0,,,
3336,0.05,0.08,0,0,,,
3337,0.05,0.08,0,0,,,
3338,0.07,0.08,0,0,,,
3339,0.05,0.08,0,0,,,
3340,0.05,1.35,0,0,,,
3341,0.06,3.59,0,0,,,
3342,0.05,4.45,0,0,,,
3343,0.06,4.45,0,0,,,
3344,0.06,4.45,0,0,,,
3345,0.05,4.45,0,0,,,
3346,0.05,4.45,0,0,,,
3347,0.04,4.45,0,0,,,
3348,0.06,4.45,0,0,,,
3349,0.05,4.45,0,0,,,
3350,0.05,4.45,0,0,,,
3351,0.06,4.45,0,4.44,,,
3352,0.05,4.45,0,7.86,,,
3353,0.05,4.45,0,2.75,,,
3354,0.05,4.45,0,0,,,
3355,0.04,4.45,0,2.61,,,
3356,0.06,4.45,0,4.28,,,
3357,0.05,4.45,0,3.36,,,
3358,0.05,4.45,0,1.32,,,
3359,0.06,4.45,0,0,,,
3360,0.06,4.45,0,0,,,
3361,0.05,4.45,0,0,,,
3362,0.06,3.61,0,0,,,
3363,0.05,2.28,0,0,,,
3364,0.05,2.28,0,0,,,
3365,0.06,0.96,0,0,,,
3366,0.05,0.08,0,0,,,
3367,0.05,0.08,0,0,,,
3368,0.06,0.08,0,0,,,
3369,0.05,0.08,0,0,,,
3370,0.04,0.08,0,0,,,
3371,0.07,0.08,0,0,,,
3372,0.05,0.08,0,0,,,
3373,0.05,0.08,0,0,,,
3374,0.07,0.08,0,0,,,
3375,0.05,0.08,0,0,,,
3376,0.04,0.08,0,0,,,
3377,0.06,0.08,0,0,,,
3378,0.05,0.31,0,0,,,
3379,0.05,0.36,0,0,,,
3380,0.05,0.43,0,0,,,
3381,0.06,0.44,0,0,,,
3382,0.04,0.41,0,0,,,
3383,0.06,0.42,0,0,,,
3384,0.05,0.42,0,0,,,
3385,0.06,0.41,0,0,,,
3386,0.08,1.33,0,0,,,
3387,0.07,2.23,0,0,,,
3388,0.07,2.4,0,0,,,
3389,0.07,2.39,0,0,,,
3390,0.07,2.38,0,0,,,
3391,0.06,2.37,0,0,,,
3392,0.04,2.37,0,0,,,
3393,0.05,2.95,0,0,,,
3394,0.05,2.4,0,0,,,
3395,0.04,1.84,0,3.59,,,
3396,0.06,3.6,0,6.48,,,
3397,0.05,4.67,0,6.23,,,
3398,0.05,4.46,0,5.28,,,
3399,0.07,4.1,0,4.29,,,
3400,0.05,4.35,0,4.74,,,
3401,0.04,4.09,0,4.18,,,
3402,0.06,4.19,0,3.17,,,
3403,0.05,4.08,0,3.36,,,
3404,0.04,4.23,0,3.08,,,
3405,0.06,4.24,0,2.98,,,
3406,0.05,4.44,0,2.53,,,
3407,0.04,4.58,0,2.1,,,
3408,0.06,4.72,0,0.78,,,
3409,0.05,5.61,0,0,,,
3410,0.05,4.87,0,0,,,
3411,0.06,1.95,0,0,,,
3412,0.05,0.59,0,0,,,
3413,0.05,0.6,0,0,,,
3414,0.06,0.57,0,0,,,
3415,0.05,0.53,0,0,,,
3416,0.06,0.54,0,0,,,
3417,0.06,0.57,0,0,,,
3418,0.05,0.63,0,0,,,
3419,0.06,0.65,0,0,,,
3420,0.05,0.64,0,0,,,
3421,0.05,0.64,0,0,,,
3422,0.07,0.69,0,0,,,
3423,0.05,0.62,0,0,,,
3424,0.06,0.56,0,0,,,
3425,0.06,0.55,0,0,,,
3426,0.04,0.57,0,0,,,
3427,0.07,0.57,0,0,,,
3428,0.06,0.4,0,0,,,
3429,0.05,0.21,0,0,,,
3430,0.08,0.57,10.95,0,,,
3431,0.06,0.76,0,0,,,
3432,0.06,0.74,0,0,,,
3433,0.07,0.74,0,0,,,
3434,0.05,0.75,0,0,,,
3435,0.06,0.73,0,0,,,
3436,0.07,0.74,0,0,,,
3437,0.07,0.74,0,0,,,
3438,0.06,0.75,0,0,,,
3439,0.08,0.75,0,0,,,
3440,0.07,0.76,0,0,,,
3441,0.06,0.77,0,0,,,
3442,0.07,0.88,0,0,,,
3443,0.06,1.03,0,0,,,
3444,0.06,1.01,0.88,0,,,
3445,0.07,0.99,0,0,,,
3446,0.06,0.99,0,0,,,
3447,0.06,0.99,0,0,,,
3448,0.09,0.99,0,0,,,
3449,0.07,0.98,0,0,,,
3450,0.07,0.99,0,0,,,
3451,0.07,1.02,6.75,0,,,
3452,0.08,1.02,2.19,0,,,
3453,0.07,1.02,2.19,0,,,
3454,0.08,1.02,0,0,,,
3455,0.09,1.03,0.44,0,,,
3456,0.09,1.05,0.88,0,,,
3457,0.07,1.06,0,0,,,
3458,0.08,1.06,2.19,0,,,
3459,0.07,1.08,7.01,0,,,
3460,0.09,1.08,1.31,0,,,
3461,0.06,1.09,0,0,,,
3462,0.06,1.17,0,0,,,
3463,0.10,1.15,0,0,,,
3464,0.11,0.86,0,0,,,
3465,0.09,0.87,11.83,0,,,
3466,0.11,0.65,0,0,,,
3467,0.07,0.42,0,0,,,
3468,0.09,0.4,0,0,,,
3469,0.09,0.4,0,0,,,
3470,0.09,0.4,0,0,,,
3471,0.09,0.42,0,0,,,
3472,0.09,0.42,0,0,,,
3473,0.08,0.42,0,0,,,
3474,0.06,0.42,0,0,,,
3475,0.07,0.41,0,0,,,
3476,0.09,0.41,0,0,,,
3477,0.09,0.4,2.19,0,,,
3478,0.08,0.39,2.63,0,,,
3479,0.09,0.39,2.63,0,,,
3480,0.08,0.39,2.19,0,,,
3481,0.08,0.38,0,0,,,
3482,0.07,0.38,0,0,,,
3483,0.07,0.39,0,0,,,
3484,0.09,0.38,9.2,0,,,
3485,0.06,0.61,0,0,,,
3486,0.06,0.4,11.39,0,,,
3487,0.09,0.38,0,0,,,
3488,0.07,0.37,0,0,,,
3489,0.06,0.37,0,0,,,
3490,0.07,0.4,0,0,,,
3491,0.05,0.39,0,0,,,
3492,0.08,0.38,0,0,,,
3493,0.07,0.22,0,0,,,
3494,0.05,0.26,0,0,,,
3495,0.08,0.38,0,0,,,
3496,0.06,0.38,0,0,,,
3497,0.08,0.37,0,0,,,
3498,0.07,0.37,0,0,,,
3499,0.07,0.37,0,0,,,
3500,0.06,0.38,0,0,,,
3501,0.08,0.39,0,0,,,
3502,0.06,0.38,0,0,,,
3503,0.07,0.42,0,0,,,
3504,0.06,0.38,0,0,,,
3505,0.06,2.48,0,0,,,
3506,0.08,2.35,0,0,,,
3507,0.07,1.13,0,0,,,
3508,0.05,1.13,0,0,,,
3509,0.08,2.03,0,0,,,
3510,0.05,2.69,0,0,,,
3511,0.06,4.22,0,0,,,
3512,0.06,5.27,0,0,,,
3513,0.05,5.38,0,0,,,
3514,0.07,5.71,0,3.01,,,
3515,0.06,5.34,0,4.28,,,
3516,0.07,4.78,0,2.89,,,
3517,0.06,4.49,0,2.62,,,
3518,0.05,4.33,0,2.36,,,
3519,0.07,4.62,2.19,1.55,,,
3520,0.06,4.95,2.19,0.43,,,
3521,0.06,5.07,2.19,0,,,
3522,0.06,5.04,1.28,0,,,
3523,0.06,5.04,0,0,,,
3524,0.07,5.04,0,0,,,
3525,0.06,5.07,0,0,,,
3526,0.06,5.04,0,0,,,
3527,0.09,5.07,0,0,,,
3528,0.07,5.07,0,0,,,
3529,0.07,5.07,0,0,,,
3530,0.07,5.07,0,0,,,
3531,0.07,5.1,0,0,,,
3532,0.07,5.1,0,0,,,
3533,0.07,5.1,0,0,,,
3534,0.09,5.1,0,0,,,
3535,0.08,5.13,0,0,,,
3536,0.08,5.15,0,0,,,
3537,0.07,4.59,0,0,,,
3538,0.08,4.39,0,0,,,
3539,0.08,4.3,0,0,,,
3540,0.07,4.98,0.3,0,,,
3541,0.09,5.24,5.74,0,,,
3542,0.07,5.21,3.14,0,,,
3543,0.07,5.21,4.6,0,,,
3544,0.09,5.15,0,0,,,
3545,0.06,5.13,0,0,,,
3546,0.09,5.07,0,0,,,
3547,0.07,5.01,0,0,,,
3548,0.06,5.3,0,0,,,
3549,0.08,5.15,0,0,,,
3550,0.07,5.27,7.89,0,,,
3551,0.07,5.27,0,0,,,
3552,0.08,5.1,0,0,,,
3553,0.06,4.96,0,0,,,
3554,0.09,4.93,7.89,0,,,
3555,0.06,5.07,0,0,,,
3556,0.08,5.01,0,0,,,
3557,0.07,4.93,0,0,,,
3558,0.06,4.96,0,0,,,
3559,0.07,4.93,0,0,,,
3560,0.07,5.01,0,0,,,
3561,0.07,5.13,0,0,,,
3562,0.05,5.15,0,0,,,
3563,0.08,5.13,0,0,,,
3564,0.06,4.87,0,0,,,
3565,0.08,5.04,8.76,0,,,
3566,0.05,4.96,0,0,,,
3567,0.08,5.1,0,0,,,
3568,0.05,5.15,0,0,,,
3569,0.08,5.18,8.76,0,,,
3570,0.06,5.21,0,0,,,
3571,0.07,5.41,8.11,0,,,
3572,0.05,5.32,0,0,,,
3573,0.07,5.35,0,0,,,
3574,0.06,5.32,0,0,,,
3575,0.07,5.38,6.57,0,,,
3576,0.05,5.47,0,0,,,
3577,0.07,5.8,7.32,0,,,
3578,0.06,1.62,2.19,1.98,,,
3579,0.07,0,0,5.27,,,
3580,0.05,0,0,5.05,,,
3581,0.08,0,0,5.05,,,
3582,0.05,0,0,4.93,,,
3583,0.10,0,0,4.93,,,
3584,0.09,0,0,3.24,,,
3585,0.08,0,0,5.16,,,
3586,0.09,0,0,2.35,,,
3587,0.07,0,0,0.59,,,
3588,0.06,0,0,1.2,,,
3589,0.07,0,2.19,3.31,,,
3590,0.07,0,0,4.18,,,
3591,0.05,0,6.22,3.17,,,
3592,0.07,0,0,2.44,,,
3593,0.05,0,0,2.36,,,
3594,0.07,0,0,6.84,,,
3595,0.06,0,0,6.71,,,
3596,0.07,0,3.07,6,,,
3597,0.06,0,3.07,7.38,,,
3598,0.05,0,3.07,9.29,,,
3599,0.08,0,3.07,9.86,,,
3600,0.05,0,1.75,4.59,,,
3601,0.07,0,0,4.62,,,
3602,0.05,0,0,9.16,,,
3603,0.07,0,0,12.3,,,
3604,0.06,0,0,7.74,,,
3605,0.07,0,0,8.02,,,
3606,0.06,0,0,7.16,,,
3607,0.05,0,0,5.1,,,
3608,0.07,0,0,9.09,,,
3609,0.06,0,0,10.85,,,
3610,0.08,0,0,10.99,,,
3611,0.05,0,0,11.61,,,
3612,0.07,0,0,11.92,,,
3613,0.05,0,0,11.98,,,
3614,0.07,0,0,11.29,,,
3615,0.05,0,0,9.64,,,
3616,0.08,0,0,5.06,,,
3617,0.06,0,0,3.89,,,
3618,0.07,0,0,6.41,,,
3619,0.07,0,0,10.58,,,
3620,0.06,0,0,11.94,,,
3621,0.07,0,0,12.44,,,
3622,0.05,0,0,9.6,,,
3623,0.08,0,0,2.27,,,
3624,0.06,0,0,5.62,,,
3625,0.06,0,0,10.95,,,
3626,0.06,0,0,12.77,,,
3627,0.05,0,0,12.04,,,
3628,0.07,0,0,13.58,,,
3629,0.05,0,0,13.57,,,
3630,0.06,0,0,13.14,,,
3631,0.07,0,0,13.27,,,
3632,0.06,0,0,12.91,,,
3633,0.06,0,0,12.19,,,
3634,0.07,0,0,11.33,,,
3635,0.05,0,0,12.03,,,
3636,0.05,0,0,11.99,,,
3637,0.08,0,0,11.07,,,
3638,0.06,0,0,9.72,,,
3639,0.05,0,0,8.8,,,
3640,0.08,0,0,10.33,,,
3641,0.06,0,0,4.6,,,
3642,0.05,0,0,1.19,,,
3643,0.07,0,0,3.83,,,
3644,0.06,0,0,7.3,,,
3645,0.05,0,0,10.58,,,
3646,0.06,0,0,10.17,,,
3647,0.07,0,0,11.95,,,
3648,0.05,0,0,10.1,,,
3649,0.06,0,0,8.06,,,
3650,0.06,0,0,9.58,,,
3651,0.05,0,0,10.31,,,
3652,0.07,0,0,9.1,,,
