$Withdrawal from North Dyke + Towns, Nashua River, Wachusett Aqueduct, Spillway, , , , 
FROM: 2017_WaterBalance, , , , ,,,
JDAY,ND+T,Nash,Wach,Spill,,,
1541,0.06,4.46,0,0,,,
1542,0.07,4.46,2.12,0,,,
1543,0.07,4.46,3.51,0,,,
1544,0.06,4.46,3.51,0,,,
1545,0.07,3.94,1.02,0,,,
1546,0.05,2.89,0,0,,,
1547,0.09,1.77,0,0,,,
1548,0.04,0.53,0,0,,,
1549,0.08,0.08,0,0,,,
1550,0.05,0.08,0,0,,,
1551,0.08,0.08,0,0,,,
1552,0.06,0.08,0,0,,,
1553,0.06,0.08,0,0,,,
1554,0.07,0.08,0,0,,,
1555,0.06,0.08,0,0,,,
1556,0.07,0.08,0,0,,,
1557,0.06,0.08,0,0,,,
1558,0.08,0.08,0,0,,,
1559,0.05,0.08,0,0,,,
1560,0.07,0.08,0,0,,,
1561,0.06,0.08,0,0,,,
1562,0.07,0.08,0,0,,,
1563,0.06,0.08,0,0,,,
1564,0.07,0.08,0,0,,,
1565,0.05,0.08,0,0,,,
1566,0.08,0.08,0,0,,,
1567,0.05,0.08,0,0,,,
1568,0.08,0.08,0,0,,,
1569,0.05,0.08,0,0,,,
1570,0.08,0.08,0,0,,,
1571,0.05,0.08,0,0,,,
1572,0.09,0.08,0,0,,,
1573,0.09,0.08,0,0,,,
1574,0.10,0.21,0,0,,,
1575,0.10,0.12,0,0,,,
1576,0.10,0.12,0,0,,,
1577,0.08,0.12,0,0,,,
1578,0.06,0.12,0,0,,,
1579,0.10,0.12,0,0,,,
1580,0.06,0.12,0,0,,,
1581,0.10,0.12,0,0,,,
1582,0.06,0.12,0,0,,,
1583,0.10,0.12,0,0,,,
1584,0.07,0.12,0,0,,,
1585,0.10,0.12,0,0,,,
1586,0.10,0.12,0,0,,,
1587,0.10,0.12,0,0,,,
1588,0.09,0.12,0,0,,,
1589,0.08,0.12,0,0,,,
1590,0.08,0.12,0,0,,,
1591,0.08,0.12,0,0,,,
1592,0.08,0.12,0,0,,,
1593,0.08,0.12,0,0,,,
1594,0.08,0.12,0,0,,,
1595,0.08,0.12,0,0,,,
1596,0.08,0.12,0,0,,,
1597,0.08,0.12,0,0,,,
1598,0.09,0.12,0,0,,,
1599,0.10,0.12,0,0,,,
1600,0.08,0.12,0,0,,,
1601,0.09,0.12,0,0,,,
1602,0.09,0.12,0,0,,,
1603,0.09,0.12,0,0,,,
1604,0.08,0.12,0,0,,,
1605,0.08,0.12,0,0,,,
1606,0.07,0.12,0,0,,,
1607,0.06,0.12,0,0,,,
1608,0.09,0.12,0,0,,,
1609,0.08,0.08,0,0.53,,,
1610,0.09,0.08,0,0.88,,,
1611,0.09,0.08,0,1.27,,,
1612,0.11,0.08,0,1.27,,,
1613,0.10,0.08,0,0.88,,,
1614,0.10,0.08,0,0.35,,,
1615,0.09,1.17,0,0.07,,,
1616,0.09,3.09,0,0,,,
1617,0.09,4.46,0,1.08,,,
1618,0.09,4.46,0,1.25,,,
1619,0.08,4.46,0,0.61,,,
1620,0.07,4.46,0,0,,,
1621,0.09,4.46,0,0,,,
1622,0.08,4.46,0,0,,,
1623,0.06,4.46,0,0,,,
1624,0.10,4.46,0,2.92,,,
1625,0.07,4.46,0,3.03,,,
1626,0.07,4.46,0,0,,,
1627,0.08,4.46,0,1.99,,,
1628,0.09,4.46,0,5.2,,,
1629,0.08,4.46,1.64,6.17,,,
1630,0.08,4.46,4.49,5.54,,,
1631,0.08,4.46,5.26,5.79,,,
1632,0.07,4.46,5.26,5.99,,,
1633,0.09,4.46,5.26,5.07,,,
1634,0.09,4.46,5.26,4.09,,,
1635,0.09,4.46,5.26,3.5,,,
1636,0.11,4.46,3.29,5.7,,,
1637,0.10,4.46,0,5.78,,,
1638,0.10,4.46,0,5.66,,,
1639,0.08,4.46,0,3.96,,,
1640,0.08,4.46,0,4.64,,,
1641,0.09,4.46,0,3.66,,,
1642,0.10,4.46,0,2.44,,,
1643,0.08,4.46,0,1.56,,,
1644,0.09,4.46,0,1.34,,,
1645,0.09,4.46,0,1.01,,,
1646,0.10,4.46,0,0.88,,,
1647,0.11,4.46,0,0.65,,,
1648,0.10,4.46,0,0.35,,,
1649,0.10,4.46,0,0.12,,,
1650,0.11,4.46,0,0.01,,,
1651,0.09,4.46,0,0,,,
1652,0.10,4.46,0,0,,,
1653,0.09,4.46,0,0,,,
1654,0.09,2.93,0,0,,,
1655,0.09,2.27,0,0,,,
1656,0.09,2.27,0,0,,,
1657,0.12,2.27,0,0,,,
1658,0.13,2.27,0.29,0,,,
1659,0.13,2.27,0.44,0,,,
1660,0.14,2.27,0.15,0,,,
1661,0.14,0.88,0,0,,,
1662,0.11,0.08,0,0,,,
1663,0.11,0.08,0,0,,,
1664,0.07,0.22,0,0,,,
1665,0.08,0.3,0,0,,,
1666,0.07,1.49,0,0,,,
1667,0.09,3.71,0,0,,,
1668,0.09,4.46,0,0,,,
1669,0.07,4.46,0,0,,,
1670,0.08,4.46,0,0,,,
1671,0.08,4.46,0,0,,,
1672,0.07,4.46,0,0,,,
1673,0.09,4.46,0,0,,,
1674,0.09,4.46,0,0,,,
1675,0.09,4.46,0,0,,,
1676,0.08,4.46,0,0,,,
1677,0.08,4.46,0,0,,,
1678,0.09,4.46,0,0,,,
1679,0.10,4.46,0,0,,,
1680,0.10,4.46,0,0,,,
1681,0.07,4.46,0,0,,,
1682,0.08,4.46,0,0,,,
1683,0.06,4.46,0,0,,,
1684,0.09,4.46,0,0,,,
1685,0.12,4.46,0,0,,,
1686,0.07,4.46,0,0,,,
1687,0.08,4.46,0,0,,,
1688,0.08,4.46,0,0,,,
1689,0.08,4.46,0,0,,,
1690,0.10,4.46,0,0,,,
1691,0.09,4.46,0,0,,,
1692,0.10,4.46,0,0,,,
1693,0.09,4.46,0,0,,,
1694,0.10,4.46,0,0,,,
1695,0.09,4.46,0,0,,,
1696,0.09,4.46,0,0,,,
1697,0.09,4.46,0,0,,,
1698,0.09,4.46,0,0,,,
1699,0.06,4.46,0,0,,,
1700,0.12,4.46,0,0,,,
1701,0.09,4.46,0,0,,,
1702,0.08,4.46,0,0,,,
1703,0.09,4.46,0,0,,,
1704,0.09,4.46,0,0,,,
1705,0.08,4.46,0,0,,,
1706,0.08,4.46,0,0,,,
1707,0.08,4.46,0,0,,,
1708,0.08,4.46,0,0,,,
1709,0.08,4.46,0,0,,,
1710,0.08,4.46,0,0,,,
1711,0.08,4.46,0,0,,,
1712,0.09,4.46,0,0,,,
1713,0.08,4.46,0,0,,,
1714,0.08,4.46,0,0,,,
1715,0.09,4.46,0,0,,,
1716,0.09,3.57,0,0,,,
1717,0.07,1.17,0,0,,,
1718,0.07,0.08,0,0,,,
1719,0.08,0.08,0,0,,,
1720,0.08,0.08,0,0,,,
1721,0.07,0.08,0,0,,,
1722,0.08,0.08,0,0,,,
1723,0.08,0.08,0,0,,,
1724,0.08,0.08,0,0,,,
1725,0.08,0.08,0,0,,,
1726,0.08,0.08,0,0,,,
1727,0.08,0.08,0,0,,,
1728,0.08,0.08,0,0,,,
1729,0.08,0.08,0,0,,,
1730,0.08,0.08,0,0,,,
1731,0.08,0.08,0,0.05,,,
1732,0.08,0.08,0,0.16,,,
1733,0.08,0.08,0,0.23,,,
1734,0.08,0.08,0,0.35,,,
1735,0.08,0.08,0,0.4,,,
1736,0.08,0.08,0,0.44,,,
1737,0.08,0.08,0,0.44,,,
1738,0.08,0.08,0,0.54,,,
1739,0.07,0.08,0,0.76,,,
1740,0.07,0.08,0,1.07,,,
1741,0.07,0.08,0,1.48,,,
1742,0.09,0.08,0,1.48,,,
1743,0.09,0.08,0,1.41,,,
1744,0.07,0.08,0,1.27,,,
1745,0.07,0.08,0,1.01,,,
1746,0.06,0.08,0,0.76,,,
1747,0.07,0.08,0,0.6,,,
1748,0.07,0.08,0,0.4,,,
1749,0.07,0.08,0,0.23,,,
1750,0.07,0.08,0,0.39,,,
1751,0.07,0.08,0,0.54,,,
1752,0.07,0.08,0,0.6,,,
1753,0.07,0.08,0,0.65,,,
1754,0.07,0.08,0,0.6,,,
1755,0.09,0.08,0,0.6,,,
1756,0.09,0.08,0,0.54,,,
1757,0.10,0.08,0,0.49,,,
1758,0.09,0.08,0,0.44,,,
1759,0.08,0.19,0,0.17,,,
1760,0.07,0.3,0,0,,,
1761,0.07,0.3,0,0,,,
1762,0.07,0.3,0,0,,,
1763,0.07,0.3,0,0,,,
1764,0.07,0.3,0,0,,,
1765,0.06,0.3,0,0,,,
1766,0.07,0.3,0,0,,,
1767,0.07,0.3,0,0,,,
1768,0.06,0.3,0,0,,,
1769,0.06,0.3,0,0,,,
1770,0.07,0.3,0,0,,,
1771,0.07,0.3,0,0,,,
1772,0.07,0.3,0,0,,,
1773,0.07,0.3,0,0,,,
1774,0.07,0.3,0,0,,,
1775,0.06,0.3,0,0,,,
1776,0.07,0.3,0,0,,,
1777,0.07,0.3,0,0,,,
1778,0.07,0.3,0,0,,,
1779,0.07,0.3,0,0,,,
1780,0.07,0.3,0,0,,,
1781,0.07,0.3,0,0,,,
1782,0.07,0.3,0,0,,,
1783,0.07,0.3,0,0,,,
1784,0.06,0.3,0,0,,,
1785,0.06,0.3,0,0,,,
1786,0.06,0.3,0,0,,,
1787,0.06,0.3,0,0,,,
1788,0.06,0.3,0,0,,,
1789,0.05,0.3,0,0,,,
1790,0.07,0.3,0,0,,,
1791,0.06,0.3,0,0,,,
1792,0.07,0.3,0,0,,,
1793,0.06,0.3,0,0,,,
1794,0.06,0.3,0,0,,,
1795,0.06,0.3,0,0,,,
1796,0.07,0.3,0,0,,,
1797,0.07,0.3,0,0,,,
1798,0.06,0.3,0,0,,,
1799,0.06,0.3,0,0,,,
1800,0.06,0.3,0,0,,,
1801,0.06,0.3,0,0,,,
1802,0.06,0.3,0,0,,,
1803,0.06,0.3,0,0,,,
1804,0.06,0.3,0,0,,,
1805,0.07,0.3,0,0,,,
1806,0.06,0.3,0,0,,,
1807,0.06,0.3,0,0,,,
1808,0.06,0.3,0,0,,,
1809,0.07,0.3,0,0,,,
1810,0.07,0.3,0,0,,,
1811,0.07,0.3,0,0,,,
1812,0.06,0.3,0,0,,,
1813,0.07,0.3,0,0,,,
1814,0.00,0.3,0,0,,,
1815,0.00,0.3,0,0,,,
1816,0.00,0.3,0,0,,,
1817,0.00,0.3,0,0,,,
1818,0.00,0.3,0,0,,,
1819,0.00,0.3,0,0,,,
1820,0.00,0.3,0,0,,,
1821,0.00,0.3,0,0,,,
1822,0.00,0.3,0,0,,,
1823,0.00,0.3,0,0,,,
1824,0.00,0.3,0,0,,,
1825,0.00,0.3,0,0,,,
1826,0.00,0.3,0,0,,,
1827,0.06,0.3,0,0,,,
1828,0.06,0.3,0,0,,,
1829,0.06,0.3,0,0,,,
1830,0.06,0.3,0,0,,,
1831,0.08,0.3,0,0,,,
1832,0.08,0.3,0,0,,,
1833,0.07,0.3,0,0,,,
1834,0.06,0.3,0,0,,,
1835,0.07,0.3,0,0,,,
1836,0.07,0.3,0,0,,,
1837,0.07,0.3,0,0,,,
1838,0.07,0.3,0,0,,,
1839,0.07,0.3,0,0,,,
1840,0.06,0.3,0,0,,,
1841,0.07,0.3,0,0,,,
1842,0.07,0.3,0,0,,,
1843,0.06,0.3,0,0,,,
1844,0.07,0.3,0,0,,,
1845,0.06,0.3,0,0,,,
1846,0.07,0.3,0,0,,,
1847,0.06,0.3,0,0,,,
1848,0.07,0.3,0,0,,,
1849,0.06,0.3,0,0,,,
1850,0.07,0.3,0,0,,,
1851,0.06,0.3,0,0,,,
1852,0.08,0.3,0,0,,,
1853,0.06,0.3,0,0,,,
1854,0.07,0.3,0,0,,,
1855,0.06,0.3,0,0,,,
1856,0.07,0.3,0,0,,,
1857,0.06,0.3,0,0,,,
1858,0.06,0.3,0,0,,,
1859,0.08,0.3,0,0,,,
1860,0.05,0.3,0,0,,,
1861,0.07,0.3,0,0,,,
1862,0.05,0.3,0,0,,,
1863,0.07,0.3,0,0,,,
1864,0.06,0.3,0,0,,,
1865,0.06,0.3,0,0,,,
1866,0.08,0.3,0,0,,,
1867,0.05,0.3,0,0,,,
1868,0.07,0.3,0,0,,,
1869,0.06,0.3,0,0,,,
1870,0.07,0.3,0,0,,,
1871,0.07,0.3,0,0,,,
1872,0.07,0.3,0,0,,,
1873,0.07,0.3,0,0,,,
1874,0.06,0.3,0,0,,,
1875,0.06,0.3,0,0,,,
1876,0.05,0.3,0,0,,,
1877,0.07,0.3,0,0,,,
1878,0.06,0.3,0,0,,,
1879,0.07,0.3,0,0,,,
1880,0.07,0.3,0,0,,,
1881,0.06,0.3,0,0,,,
1882,0.06,0.3,0,0,,,
1883,0.07,0.3,0,0,,,
1884,0.06,0.3,0,0,,,
1885,0.06,0.3,0,0,,,
1886,0.07,0.3,0,0,,,
1887,0.07,0.3,0,0,,,
1888,0.06,0.3,0,0,,,
1889,0.07,0.3,0,0,,,
1890,0.06,0.3,0,0,,,
1891,0.07,0.3,0,0,,,
1892,0.05,0.3,0,0,,,
1893,0.08,0.3,0,0,,,
1894,0.07,0.3,0,0,,,
1895,0.06,0.3,0,0,,,
1896,0.07,0.3,0,0,,,
1897,0.06,0.3,0,0,,,
1898,0.06,0.3,0,0,,,
1899,0.07,0.3,0,0,,,
1900,0.07,0.3,0,0,,,
1901,0.07,0.3,0,0,,,
1902,0.07,0.3,0,0,,,
1903,0.06,0.3,0,0,,,
1904,0.07,0.3,0,0,,,
1905,0.07,0.3,0,0,,,
1906,0.07,0.3,0,0,,,
1907,0.06,0.3,0,0,,,
1908,0.08,0.3,0,0,,,
1909,0.06,0.3,0,0,,,
1910,0.08,0.3,0,0,,,
1911,0.06,0.3,0,0,,,
1912,0.08,0.3,0,0,,,
1913,0.05,0.3,0,0,,,
1914,0.07,0.42,0,0,,,
1915,0.06,2.84,0,0,,,
1916,0.07,4.46,0,0,,,
1917,0.06,4.46,0,0,,,
1918,0.06,4.46,0,0,,,
1919,0.07,4.46,0,1.04,,,
1920,0.06,4.46,0,2.02,,,
1921,0.07,4.46,0,5.38,,,
1922,0.07,4.46,0,7.34,,,
1923,0.06,4.46,0,4.5,,,
1924,0.08,4.46,0,2.05,,,
1925,0.06,4.46,0,5.05,,,
1926,0.07,4.46,0,5.85,,,
1927,0.06,4.46,0,4.71,,,
1928,0.06,4.46,0,3.86,,,
1929,0.08,4.46,0,2.98,,,
1930,0.07,4.46,0,2.19,,,
1931,0.11,4.46,0,0.65,,,
1932,0.09,4.46,0,1.27,,,
1933,0.09,4.46,0,2.44,,,
1934,0.08,4.46,0,2.1,,,
1935,0.07,4.46,0,1.71,,,
1936,0.06,4.46,0,1.14,,,
1937,0.07,3.5,0,0.6,,,
1938,0.07,0.92,0,0.15,,,
1939,0.06,0.21,0,0,,,
1940,0.08,0.25,0,0,,,
1941,0.07,0.25,0,0,,,
1942,0.06,0.25,0,0,,,
1943,0.07,0.25,0,0,,,
1944,0.07,0.25,0,0,,,
1945,0.06,0.25,0,0,,,
1946,0.07,0.5,0,0,,,
1947,0.06,3.23,0,0,,,
1948,0.06,4.46,0,1.84,,,
1949,0.08,4.46,0,3.66,,,
1950,0.07,4.46,0,3.36,,,
1951,0.08,4.46,0,2.71,,,
1952,0.07,4.46,0,1.86,,,
1953,0.06,3.19,0,2.25,,,
1954,0.08,0.94,0,2.8,,,
1955,0.07,0.08,0,2.27,,,
1956,0.06,0.08,0,2.1,,,
1957,0.08,0.08,0,2.27,,,
1958,0.08,0.17,0,1.14,,,
1959,0.07,0.58,0,0,,,
1960,0.08,2.49,0,0,,,
1961,0.07,4.15,0,0,,,
1962,0.06,4.45,0,0,,,
1963,0.07,4.45,0,0,,,
1964,0.08,4.45,0,0,,,
1965,0.08,3.18,0,0,,,
1966,0.07,1.45,0,0,,,
1967,0.08,3.56,0,0,,,
1968,0.08,4.45,0,0,,,
1969,0.07,4.45,0,0,,,
1970,0.07,4.45,0,0,,,
1971,0.07,4.45,0,0,,,
1972,0.07,3.07,0,0,,,
1973,0.08,0.31,0,0,,,
1974,0.07,0.31,0,0,,,
1975,0.06,0.31,0,0,,,
1976,0.09,0.31,0,0,,,
1977,0.07,0.86,0,0,,,
1978,0.08,1.91,0,0,,,
1979,0.09,3.08,0,0,,,
1980,0.09,4.14,0,0,,,
1981,0.08,4.45,0,0,,,
1982,0.08,4.45,0,0,,,
1983,0.08,4.45,0,0,,,
1984,0.08,4.45,0,0,,,
1985,0.08,4.45,0,0,,,
1986,0.09,4.45,0,0,,,
1987,0.09,4.45,0,0,,,
1988,0.09,4.45,0,0,,,
1989,0.07,4.45,0,0,,,
1990,0.09,4.45,0,0,,,
1991,0.07,4.45,0,0,,,
1992,0.09,4.45,0,0,,,
1993,0.10,4.45,0,0,,,
1994,0.09,4.45,0,0,,,
1995,0.09,4.45,0,0,,,
1996,0.09,4.45,0,0,,,
1997,0.11,4.45,0,0,,,
1998,0.10,4.45,0,0,,,
1999,0.10,4.45,0,0,,,
2000,0.12,4.45,0,0,,,
2001,0.14,4.45,0,0,,,
2002,0.13,4.45,0,0,,,
2003,0.12,4.45,0,0,,,
2004,0.11,4.45,0,0,,,
2005,0.10,4.45,0,0,,,
2006,0.11,4.45,0,0,,,
2007,0.11,3.8,0,0,,,
2008,0.11,4.45,0,0,,,
2009,0.10,4.45,0,0,,,
2010,0.07,4.45,0,0,,,
2011,0.09,4.45,0,0,,,
2012,0.07,4.45,0,0,,,
2013,0.10,4.45,0,0,,,
2014,0.09,4.45,0,0,,,
2015,0.08,4.45,0,0,,,
2016,0.12,4.45,0,0,,,
2017,0.09,4.45,0,0,,,
2018,0.10,4.45,0,0,,,
2019,0.10,4.45,0,0,,,
2020,0.08,4.45,0,0,,,
2021,0.09,4.45,0,0,,,
2022,0.12,4.45,0,0,,,
2023,0.07,4.45,0,0,,,
2024,0.08,4.45,0,0,,,
2025,0.09,4.45,0,0,,,
2026,0.08,4.45,0,0,,,
2027,0.10,4.45,0,0,,,
2028,0.10,4.45,0,0,,,
2029,0.10,3.78,0,0,,,
2030,0.09,2.6,0,0,,,
2031,0.09,1.51,0,0,,,
2032,0.10,0.54,0,0,,,
2033,0.08,0.27,0,0,,,
2034,0.10,0.27,0,0,,,
2035,0.07,0.91,0,0,,,
2036,0.09,1.98,0,0,,,
2037,0.10,2.26,0,0,,,
2038,0.10,3.08,0,0,,,
2039,0.10,4.12,0,0,,,
2040,0.08,4.45,0,0,,,
2041,0.09,4.45,0,0,,,
2042,0.10,4.45,0,0,,,
2043,0.08,4.45,0,0,,,
2044,0.09,4.45,0,0,,,
2045,0.09,4.45,0,0,,,
2046,0.08,4.45,0,0,,,
2047,0.11,3.95,0,0,,,
2048,0.09,3.38,0,0,,,
2049,0.09,2.55,0,0,,,
2050,0.10,3.91,0,0,,,
2051,0.07,4.44,0,0,,,
2052,0.08,4.44,0,0,,,
2053,0.08,4.44,0,0,,,
2054,0.07,4.44,0,0,,,
2055,0.10,4.44,0,0,,,
2056,0.09,4.05,0,0,,,
2057,0.08,2.21,0,0,,,
2058,0.10,0.34,0,0,,,
2059,0.08,0.08,0,0,,,
2060,0.08,0.17,0,0,,,
2061,0.10,0.24,0,0,,,
2062,0.08,0.24,0,0,,,
2063,0.11,0.24,1.27,0,,,
2064,0.10,0.24,1.36,0,,,
2065,0.09,0.24,0,0,,,
2066,0.10,0.6,0,0,,,
2067,0.08,1.98,0,0,,,
2068,0.08,2.25,0,0,,,
2069,0.10,2.25,0,0,,,
2070,0.07,2.25,0,0,,,
2071,0.10,2.25,0,0,,,
2072,0.08,1.04,0,0,,,
2073,0.07,0.08,0,0,,,
2074,0.11,0.08,0,0,,,
2075,0.07,0.08,0,0,,,
2076,0.10,0.08,0,0,,,
2077,0.09,0.18,0,0,,,
2078,0.08,0.24,0,0,,,
2079,0.07,0.24,0,0,,,
2080,0.10,0.24,0,0,,,
2081,0.07,0.24,0,0,,,
2082,0.09,0.24,0,0,,,
2083,0.08,0.24,0,0,,,
2084,0.07,0.24,0,0,,,
2085,0.08,0.24,0,0,,,
2086,0.08,0.24,0,0,,,
2087,0.07,0.24,0,0,,,
2088,0.09,0.24,0,0,,,
2089,0.07,0.24,0,0,,,
2090,0.08,0.24,0,0,,,
2091,0.08,0.24,0,0,,,
2092,0.07,0.24,0,0,,,
2093,0.08,0.24,0,0,,,
2094,0.08,0.24,0,0,,,
2095,0.07,0.24,0,0,,,
2096,0.10,0.24,0,0,,,
2097,0.08,0.24,0,0,,,
2098,0.09,0.24,0,0,,,
2099,0.07,0.24,0,0,,,
2100,0.06,0.24,0,0,,,
2101,0.08,0.24,0,0,,,
2102,0.07,0.24,0,0,,,
2103,0.06,0.24,0,0,,,
2104,0.09,0.24,0,0,,,
2105,0.10,0.24,0,0,,,
2106,0.11,0.24,0,0,,,
2107,0.10,0.24,0,0,,,
2108,0.09,0.24,0,0,,,
2109,0.09,0.24,0,0,,,
2110,0.07,0.24,0,0,,,
2111,0.05,0.24,0,0,,,
2112,0.09,0.24,0,0,,,
2113,0.06,0.24,0,0,,,
2114,0.08,0.24,0,0,,,
2115,0.06,0.24,0,0,,,
2116,0.05,0.24,0,0,,,
2117,0.08,0.24,0,0,,,
2118,0.06,0.24,0,0,,,
2119,0.07,0.24,0,0,,,
2120,0.07,0.24,0,0,,,
2121,0.06,0.24,0,0,,,
2122,0.07,0.24,0,0,,,
2123,0.06,0.24,0,0,,,
2124,0.05,0.24,0,0,,,
2125,0.08,0.24,0,0,,,
2126,0.06,0.24,0,0,,,
2127,0.07,0.24,0,0,,,
2128,0.06,0.24,0,0,,,
2129,0.06,0.24,0,0,,,
2130,0.06,0.24,0,0,,,
2131,0.05,0.24,0,0,,,
2132,0.07,0.24,0,0,,,
2133,0.06,0.24,0,0,,,
2134,0.06,0.24,0,0,,,
2135,0.07,0.24,0,0,,,
2136,0.05,0.24,0,0,,,
2137,0.06,0.24,0,0,,,
2138,0.06,0.24,0,0,,,
2139,0.06,0.24,0,0,,,
2140,0.06,0.24,0,0,,,
2141,0.05,0.24,0,0,,,
2142,0.07,0.24,0,0,,,
2143,0.06,0.24,0,0,,,
2144,0.06,0.24,0,0,,,
2145,0.07,0.24,0,0,,,
2146,0.05,0.24,0,0,,,
2147,0.07,0.24,0,0,,,
2148,0.06,0.24,0,0,,,
2149,0.05,0.24,0,0,,,
2150,0.07,0.24,0,0,,,
2151,0.05,0.24,0,0,,,
2152,0.05,0.24,0,0,,,
2153,0.07,0.24,0,0,,,
2154,0.06,0.24,0,0,,,
2155,0.06,0.24,0,0,,,
2156,0.07,0.24,0,0,,,
2157,0.06,0.24,0,0,,,
2158,0.06,0.24,0,0,,,
2159,0.06,0.24,0,0,,,
2160,0.06,0.24,0,0,,,
2161,0.06,0.24,0,0,,,
2162,0.06,0.24,0,0,,,
2163,0.06,0.24,0,0,,,
2164,0.06,0.24,0,0,,,
2165,0.06,0.24,0,0,,,
2166,0.05,0.24,0,0,,,
2167,0.07,0.24,0,0,,,
2168,0.06,1.43,0,0,,,
2169,0.05,3.54,0,0,,,
2170,0.07,4.45,0,0,,,
2171,0.07,4.45,0,1.47,,,
2172,0.05,4.45,0,4.11,,,
2173,0.07,4.45,0,5.98,,,
2174,0.06,4.45,0,7,,,
2175,0.05,4.45,0,6.23,,,
2176,0.07,4.45,0,5.61,,,
2177,0.05,4.45,0,6.75,,,
2178,0.07,4.45,0,7.73,,,
2179,0.05,4.45,0,6.7,,,
2180,0.05,4.45,0,4.93,,,
2181,0.06,4.45,0,3.56,,,
2182,0.06,4.45,0,2.36,,,
2183,0.07,4.45,0,0.61,,,
2184,0.05,4.45,0,0,,,
2185,0.05,4.45,0,0,,,
2186,0.06,3.8,0,0,,,
2187,0.05,1.22,0,0,,,
2188,0.07,0.08,0,0,,,
2189,0.05,0.19,0,0,,,
2190,0.05,0.24,0,0,,,
2191,0.07,0.24,0,0,,,
2192,0.05,0.24,0,0,,,
2193,0.07,0.24,0,0,,,
2194,0.05,0.24,0,0,,,
2195,0.07,0.24,0,0,,,
2196,0.06,0.24,0,0,,,
2197,0.05,0.24,0,0,,,
2198,0.06,0.24,0,0,,,
2199,0.06,0.24,0,0,,,
2200,0.05,0.24,0,0,,,
2201,0.08,0.24,0,0,,,
2202,0.06,0.24,0,0,,,
2203,0.07,0.24,0,0,,,
2204,0.06,0.24,0,0,,,
2205,0.06,0.24,0,0,,,
2206,0.07,0.24,0,0,,,
2207,0.05,0.24,0,0,,,
2208,0.07,0.24,0,0,,,
2209,0.06,0.24,0,0,,,
2210,0.06,0.24,0,0,,,
2211,0.07,0.24,0,0,,,
2212,0.06,1.24,0,0,,,
2213,0.07,3.48,0,0,,,
2214,0.06,4.45,0,0,,,
2215,0.05,4.45,0,0,,,
2216,0.08,4.45,0,0,,,
2217,0.06,4.45,0,0,,,
2218,0.06,4.45,0,0,,,
2219,0.07,4.45,0,0,,,
2220,0.05,4.45,0,0,,,
2221,0.08,4.45,0,0,,,
2222,0.05,4.45,0,0,,,
2223,0.08,4.45,0,0,,,
2224,0.05,4.45,0,0,,,
2225,0.07,4.45,0,0,,,
2226,0.06,4.45,0,0,,,
2227,0.07,4.45,0,0,,,
2228,0.07,4.45,0,0,,,
2229,0.06,4.45,0,0,,,
2230,0.08,4.45,0,0,,,
2231,0.05,4.45,0,0,,,
2232,0.07,3.38,0,0,,,
2233,0.06,1.46,0,0,,,
2234,0.07,0.44,0,0,,,
2235,0.06,0.24,0,0,,,
2236,0.06,0.24,0,0,,,
2237,0.06,0.24,0,0,,,
2238,0.07,0.24,0,0,,,
2239,0.06,0.24,0,0,,,
2240,0.06,0.24,0,0,,,
2241,0.07,0.24,0,0,,,
2242,0.05,0.24,0,0,,,
2243,0.08,0.24,0,0,,,
2244,0.06,0.24,0,0,,,
2245,0.07,0.24,0,0,,,
2246,0.07,0.24,0,0,,,
2247,0.07,0.24,0,0,,,
2248,0.05,0.24,0,0,,,
2249,0.07,0.24,0,0,,,
2250,0.07,0.24,0,0,,,
2251,0.07,0.24,0,0,,,
2252,0.06,0.8,0,0,,,
2253,0.07,2.42,0,0,,,
2254,0.07,4.16,0,0,,,
2255,0.07,4.45,0,0,,,
2256,0.06,4.45,0,0,,,
2257,0.07,4.45,0,0,,,
2258,0.06,4.45,0,0,,,
2259,0.07,4.45,0,0,,,
2260,0.06,4.45,0,0,,,
2261,0.06,4.45,0,0,,,
2262,0.06,4.45,0,0,,,
2263,0.07,4.45,0,0,,,
2264,0.07,4.45,0,0,,,
2265,0.09,4.45,0,0,,,
2266,0.06,4.45,0,0,,,
2267,0.07,4.45,0,0,,,
2268,0.06,4.45,0,0,,,
2269,0.07,4.45,0,0,,,
2270,0.06,4.45,0,0,,,
2271,0.07,4.45,0,0,,,
2272,0.06,4.45,0,0,,,
2273,0.06,4.45,0,0,,,
2274,0.06,4.45,0,0,,,
2275,0.08,4.45,0,0,,,
2276,0.05,3.23,0,0,,,
2277,0.07,1.55,0,0,,,
2278,0.06,0.36,0,0,,,
2279,0.07,0.36,0,0,,,
2280,0.06,0.36,0,0,,,
2281,0.05,0.36,0,0,,,
2282,0.08,0.36,0,0,,,
2283,0.05,0.36,0,0,,,
2284,0.08,0.36,0,0,,,
2285,0.07,0.36,0,0,,,
2286,0.07,0.36,0,0,,,
2287,0.07,0.36,0,0,,,
2288,0.06,0.36,0,0,,,
2289,0.06,0.36,0,0,,,
2290,0.06,0.36,0,0,,,
2291,0.06,0.36,0,0,,,
2292,0.06,0.36,0,0,,,
2293,0.07,0.36,0,0,,,
2294,0.06,0.29,0,0,,,
2295,0.05,0.33,0,0,,,
2296,0.07,0.33,0,0,,,
2297,0.06,0.33,0,0,,,
2298,0.05,0.33,0,0,,,
