$Cosgrove Out, 
FROM: 2017_WaterBalance, 
JDAY,m3/s
3506,12.11639167
3507,11.3071102
3508,10.55017952
3509,11.31701638
3510,10.19959848
3511,9.226075481
3512,10.4331139
3513,9.514649588
3514,10.38863052
3515,10.10970953
3516,10.62907376
3517,8.523686021
3518,8.879229902
3519,9.567367803
3520,9.733900098
3521,9.360470578
3522,8.948291132
3523,10.34694105
3524,9.513828486
3525,9.763681622
3526,11.06456359
3527,11.42833698
3528,11.66314955
3529,11.54321425
3530,11.63497291
3531,10.74547203
3532,11.11917946
3533,12.05487353
3534,12.96077702
3535,12.53882258
3536,12.14368762
3537,10.98279428
3538,10.3467964
3539,10.71820375
3540,10.88682045
3541,10.11447999
3542,9.825445043
3543,10.16259188
3544,9.329430198
3545,8.909899698
3546,9.309445622
3547,10.51887849
3548,8.976173534
3549,8.656486574
3550,9.29669491
3551,8.860552003
3552,9.05944782
3553,8.585030696
3554,10.20311912
3555,9.055120604
3556,9.60073388
3557,9.145000064
3558,9.223847056
3559,8.705714217
3560,9.098346249
3561,9.325386974
3562,8.265999492
3563,8.701880519
3564,8.248773555
3565,9.002215834
3566,8.204224777
3567,8.019131955
3568,8.63176925
3569,8.709337594
3570,9.147279881
3571,8.72112112
3572,7.970913356
3573,7.89336987
3574,7.990693269
3575,8.469897909
3576,7.808626075
3577,8.850001637
3578,8.001509022
3579,8.43911354
3580,7.825522937
3581,8.080290422
3582,8.011240459
3583,8.225355311
3584,8.292475166
3585,7.866483539
3586,7.753257002
3587,7.441706433
3588,8.025359691
3589,8.34735189
3590,8.47926374
3591,8.358122291
3592,8.47114005
3593,8.667495857
3594,8.550574561
3595,8.369773225
3596,8.106322565
3597,7.56899214
3598,8.221027452
3599,7.070778426
3600,7.806021768
3601,7.190573052
3602,7.646516971
3603,7.332584076
3604,7.634476167
3605,7.531340808
3606,7.568484908
3607,7.590737663
3608,7.686844245
3609,7.4323694
3610,7.325158502
3611,7.961075677
3612,7.722874905
3613,6.993067012
3614,7.117235577
3615,7.354101966
3616,8.034509266
3617,7.47596335
3618,7.756919703
3619,7.738566882
3620,7.731020009
3621,7.248700212
3622,7.395732282
3623,7.676403988
3624,7.492027253
3625,7.57815299
3626,7.538382024
3627,7.617913396
3628,7.345884599
3629,7.658572364
3630,7.434838786
3631,7.523554029
3632,7.656296089
3633,7.893809679
3634,7.120643684
3635,7.755675467
3636,7.477927625
3637,7.388441395
3638,7.37175116
3639,7.709616661
3640,7.272376034
3641,7.458836682
3642,7.144494031
3643,7.563810998
3644,6.567247851
3645,7.229864072
3646,6.416312926
3647,7.25595016
3648,7.128622955
3649,7.386140156
3650,6.872003708
3651,7.038485614
3652,7.420849313
