$MET data for Worcester Airport; FROM: NCEI CDO_2017_METDATA, , , , , 
JDAY,TAIR,TDEW,WIND,PH10,CLOUD
Day,C,C,m S-1,rad,tenth
194.619444,17.22,16.11,3.576,0.873,10
194.620833,16.67,16.11,4.023,0.873,10
194.629167,16.11,15.56,3.576,0.873,10
194.638889,16.11,15.56,4.023,1.047,10
194.6625,16.11,15,4.023,0.698,10
194.702778,15,13.89,4.023,0.524,10
194.704167,15,13.89,4.023,0.524,10
194.744444,15,13.89,3.576,0.524,10
194.745833,15,13.89,4.47,0.524,10
194.759722,14.44,13.33,5.812,0.698,10
194.765278,15,13.33,5.812,0.873,10
194.772917,15,13.33,4.023,1.047,10
194.786111,15,12.78,4.47,0.698,10
194.7875,15,13.33,4.47,0.698,10
194.794444,14.44,13.33,4.023,0.873,10
194.829167,14.44,13.33,4.47,0.698,10
194.870833,13.33,12.78,4.023,1.047,10
194.877083,13.33,12.78,4.47,1.047,10
194.9125,13.33,12.22,4.47,1.222,10
194.917361,13.33,12.22,4.023,1.047,10
194.940972,13.33,12.22,4.917,0.873,10
194.95,12.78,12.22,3.576,0.873,10
194.950694,13.33,12.78,3.576,0.873,10
194.955556,13.33,12.22,3.576,1.047,10
194.99375,12.78,12.22,3.129,0.873,10
194.995833,12.78,12.22,3.129,0.698,10
195.002778,12.78,12.22,4.47,0.524,10
195.008333,12.78,12.22,4.47,0.698,10
195.014583,12.78,12.22,3.129,0.698,10
195.035417,12.78,12.22,3.576,0.873,10
195.0375,12.78,11.67,3.576,0.873,10
195.042361,12.78,11.67,3.576,0.698,10
195.047222,12.78,11.67,2.682,0.698,10
195.056944,12.78,11.67,3.129,0.873,10
195.063194,12.78,12.22,2.682,1.047,10
195.071528,12.78,11.67,3.576,1.047,10
195.076389,12.78,12.22,3.129,1.047,10
195.079167,12.78,11.67,3.576,1.047,10
195.084028,12.22,11.67,4.47,1.047,10
195.096528,12.22,11.67,3.576,1.222,10
195.111111,12.22,11.67,3.576,1.222,10
195.119444,12.22,12.22,3.576,1.222,10
195.120833,12.22,11.67,4.023,1.222,10
195.143056,12.22,11.67,3.129,1.047,10
195.147917,12.22,11.67,2.682,1.047,10
195.1625,12.22,11.67,3.129,1.047,10
195.204167,12.22,11.67,2.235,0.873,10
195.245833,12.78,11.67,2.682,0.698,10
195.2875,12.78,11.67,3.129,0.873,10
195.329167,12.78,11.67,2.682,0.873,10
195.340972,12.78,12.22,1.341,0.524,10
195.356944,12.78,12.22,2.235,1.222,10
195.370833,12.78,11.67,2.235,0.873,10
195.378472,12.78,12.22,2.682,1.047,10
195.385417,12.78,11.67,2.682,1.222,10
195.397917,12.78,12.22,2.235,1.047,10
195.402778,12.78,12.22,2.235,1.047,10
195.4125,12.78,12.22,2.235,1.047,10
195.417361,12.78,11.67,2.235,0.873,10
195.4375,12.78,11.67,3.129,0.524,10
195.450694,12.78,12.22,2.235,0.873,10
195.452778,12.78,12.22,2.235,0.873,10
195.454167,13.33,12.22,2.682,0.873,10
195.494444,12.78,12.22,1.341,1.222,10
195.495833,13.89,12.22,0,1.227,10
195.5375,13.33,12.22,2.235,1.396,10
195.560417,13.89,12.78,1.341,1.222,10
195.576389,13.89,12.78,2.682,1.222,10
195.579167,13.89,12.78,2.682,1.571,10
195.6,13.89,12.78,3.129,1.396,10
195.620833,13.89,12.78,2.235,1.92,10
195.648611,14.44,12.78,3.129,1.047,10
195.6625,14.44,12.78,1.341,1.745,10
195.704167,15,12.78,2.682,2.269,10
195.745833,15.56,13.33,2.235,1.745,10
195.7875,15.56,13.33,2.682,1.745,10
195.829167,16.11,13.33,3.129,1.92,10
195.8625,16.67,13.89,2.682,2.094,10
195.870833,16.67,13.89,3.129,2.443,10
195.88125,16.67,13.89,2.682,2.618,10
195.9125,16.67,13.89,3.576,2.094,10
195.954167,16.11,13.89,3.129,2.094,10
195.995833,16.11,14.44,2.682,2.094,10
196.00625,15.56,14.44,2.682,1.92,10
196.0375,15.56,14.44,3.129,2.094,10
196.079167,15.56,14.44,1.341,2.269,10
196.120833,15.56,14.44,1.341,2.967,10
196.126389,15.56,14.44,0,3.19,10
196.138194,15.56,14.44,1.341,3.665,10
196.149306,15.56,14.44,1.341,2.793,10
196.1625,15.56,14.44,2.235,2.793,10
196.180556,15.56,14.44,3.129,2.618,10
196.189583,15.56,14.44,2.682,2.793,10
196.202083,16.11,15,3.129,2.793,10
196.204167,15.56,14.44,3.576,2.793,10
196.211111,15.56,14.44,3.129,2.793,10
196.218056,15.56,15,2.682,2.793,10
196.245833,15.56,15,0,3.142,10
196.2875,15.56,15,2.682,3.665,10
196.318056,15.56,15,2.682,3.491,10
196.324306,15.56,15,2.235,3.491,10
196.329167,15.56,15,2.235,3.316,10
196.357639,15.56,15,2.235,4.189,10
196.363889,15.56,15,1.341,4.189,10
196.370833,15.56,15,0,5.196,10
196.401389,15.56,15,0,9.626,10
196.4125,15.56,15,0,11.237,10
196.454167,16.11,15.56,1.341,17.279,10
196.466667,16.11,15.56,1.341,3.665,10
196.495833,16.11,15.56,0,3.552,10
196.511806,16.67,16.11,2.682,3.491,10
196.532639,17.22,16.11,3.576,4.014,9.255
196.5375,17.22,16.11,3.129,4.363,9.082
196.549306,17.22,16.11,3.576,4.363,8.66
196.579167,17.78,16.11,2.682,4.538,7.593
196.599306,18.89,16.11,3.129,5.236,6.873
196.620833,18.89,16.11,3.129,5.061,6.103
196.661111,21.11,17.22,2.682,4.014,4.664
196.6625,20.56,16.67,1.341,17.279,4.614
196.704167,23.33,16.11,3.129,4.538,3.125
196.734028,23.33,16.11,3.129,4.014,2.005
196.745833,22.78,16.11,2.235,4.538,1.563
196.772222,23.89,16.67,3.129,4.189,0.573
196.7875,23.89,16.11,3.129,3.491,0
196.829167,25,16.11,4.917,4.363,3.125
196.870833,26.11,15.56,5.812,4.712,3.125
196.9125,25.56,14.44,3.576,4.712,3.125
196.954167,25,14.44,3.129,4.887,0
196.995833,22.78,15.56,3.576,4.887,3.125
197.0375,21.11,15.56,3.129,4.538,3.125
197.079167,20,15.56,3.129,4.363,0
197.120833,19.44,15.56,3.129,4.712,0
197.1625,19.44,15.56,3.576,4.712,0
197.204167,18.89,15.56,4.023,4.712,0
197.245833,18.89,16.11,4.47,4.887,0
197.2875,18.33,16.11,4.917,5.061,0
197.329167,17.78,15.56,4.917,5.061,0
197.370833,17.78,15.56,4.917,5.236,0
197.4125,17.78,15.56,4.917,5.061,0
197.454167,18.89,15.56,4.47,5.061,0
197.495833,20,16.11,4.917,4.887,0
197.5375,22.22,16.11,4.023,5.585,0
197.579167,23.89,15,2.235,5.411,0
197.620833,25.56,14.44,3.129,5.061,0
197.6625,26.11,13.89,4.023,4.363,0
197.704167,26.67,13.33,3.129,17.279,3.125
197.745833,27.22,13.89,2.682,4.712,3.125
197.7875,27.22,13.33,2.235,4.189,3.125
197.829167,27.78,13.33,2.235,4.712,0
197.870833,27.78,12.78,2.235,17.279,3.125
197.9125,27.22,14.44,1.341,4.363,3.125
197.954167,26.67,14.44,2.235,3.665,0
197.995833,25,16.67,2.235,4.363,0
198.0375,23.33,16.67,2.235,3.84,3.125
198.079167,21.67,17.22,2.682,3.84,3.125
198.120833,20.56,17.22,3.129,4.189,0
198.1625,20.56,17.22,3.129,4.363,0
198.204167,20,16.67,3.129,4.363,0
198.245833,19.44,16.11,3.129,4.363,0
198.2875,18.89,16.11,3.576,4.538,0
198.329167,18.89,15.56,3.576,4.363,0
198.370833,19.44,16.11,3.576,4.538,0
198.4125,19.44,16.11,3.576,4.538,0
198.454167,21.11,16.67,2.682,4.712,0
198.495833,22.78,17.22,1.341,4.363,0
198.5375,23.89,17.22,2.235,3.491,0
198.579167,25,15.56,3.129,3.491,0
198.620833,26.11,15,4.47,2.793,0
198.6625,26.67,15,4.47,2.618,3.125
198.704167,27.22,15,4.47,3.316,0
198.745833,27.22,15,4.023,3.84,0
198.7875,27.22,15.56,3.576,3.84,0
198.829167,27.22,15.56,4.023,3.84,3.125
198.870833,27.22,16.67,4.47,3.316,3.125
198.9125,26.11,17.78,6.259,3.84,3.125
198.954167,24.44,17.78,4.917,3.84,0
198.995833,23.33,17.78,4.47,3.84,0
199.0375,22.22,17.78,3.129,3.491,0
199.079167,21.11,17.78,4.023,3.665,0
199.120833,20.56,17.22,3.576,4.014,0
199.1625,19.44,17.22,2.235,3.665,0
199.204167,19.44,17.22,3.129,3.665,0
199.244444,18.89,17.22,3.576,3.84,3.021
199.245833,18.89,17.22,3.576,3.665,3.125
199.253472,19.44,17.78,4.917,3.665,4.205
199.272222,19.44,18.33,4.023,3.84,6.857
199.280556,19.44,18.33,4.023,3.84,8.036
199.2875,19.44,18.33,3.576,3.665,9.018
199.294444,19.44,18.33,3.576,3.84,10
199.303472,18.89,18.33,3.129,3.84,10
199.320139,19.44,18.33,3.576,3.84,9.714
199.329167,19.44,18.33,4.47,3.665,9.559
199.334028,19.44,18.33,4.023,3.84,9.476
199.346528,19.44,18.33,4.023,4.014,9.261
199.363194,19.44,18.33,3.576,4.014,8.975
199.370833,19.44,18.33,4.023,4.014,8.844
199.390278,20,18.33,4.47,3.84,8.511
199.401389,20,18.33,4.47,4.014,8.32
199.40625,20,18.89,4.023,4.014,8.237
199.411111,20,18.89,3.576,4.014,8.153
199.4125,20,18.89,3.576,4.014,8.129
199.434722,20.56,18.89,3.576,3.665,7.748
199.440972,20,18.89,4.47,3.84,7.641
199.454167,20.56,18.89,4.023,3.316,7.414
199.495833,21.11,18.89,4.023,4.014,6.7
199.504167,21.11,18.89,4.023,4.014,6.557
199.5375,22.22,19.44,4.023,3.665,5.985
199.542361,22.22,19.44,4.023,4.014,5.901
199.577778,22.78,18.89,2.682,3.491,5.294
199.579167,23.33,19.44,2.682,3.316,5.27
199.589583,23.89,20,2.235,3.491,5.091
199.620833,24.44,19.44,3.576,3.491,4.555
199.643056,25,19.44,2.682,3.491,4.174
199.647917,24.44,20,3.576,3.316,4.09
199.649306,23.89,20.56,4.917,3.316,4.066
199.654861,22.78,20,2.682,3.665,3.971
199.656944,22.78,20,2.235,3.491,3.935
199.661111,22.78,21.11,3.129,3.142,3.864
199.6625,23.33,20.56,3.129,2.967,3.84
199.691667,23.33,20.56,3.129,3.316,3.339
199.704167,24.44,20.56,1.341,17.279,3.125
199.745833,25.56,19.44,2.235,17.279,3.125
199.7875,26.11,20.56,3.576,2.443,3.125
199.829167,27.22,21.11,4.917,3.316,3.125
199.870833,27.78,19.44,3.129,3.84,3.125
199.9125,26.67,19.44,4.47,3.316,3.125
199.954167,25,18.89,4.47,3.84,0
199.995833,22.78,19.44,4.47,4.014,3.125
200.0375,22.22,19.44,4.47,4.014,2.679
200.079167,21.67,20,2.682,4.363,2.232
200.120833,21.67,19.44,3.576,4.189,1.786
200.1625,21.67,19.44,4.47,4.189,1.339
200.204167,21.67,19.44,4.47,4.363,0.893
200.245833,21.11,19.44,3.576,4.189,0.446
200.2875,20.56,19.44,4.023,4.363,0
200.329167,20.56,19.44,3.576,4.363,0
200.370833,20,18.89,3.576,4.363,0
200.4125,20,18.89,3.129,4.014,3.125
200.423611,20,18.89,3.576,4.014,3.125
200.434028,20,19.44,3.129,4.189,3.125
200.454167,20.56,19.44,3.576,4.189,3.125
200.461111,20.56,19.44,3.576,4.189,3.125
200.469444,21.11,19.44,4.47,4.363,3.125
200.473611,21.11,19.44,3.576,4.189,3.125
200.495833,22.22,20,3.576,4.538,3.125
200.5375,23.89,20.56,3.576,3.665,0
200.555556,23.89,20.56,4.023,3.84,3.125
200.566667,23.89,20.56,3.576,4.538,3.125
200.579167,24.44,21.11,3.576,4.189,3.125
200.606944,25.56,20.56,3.576,4.014,3.125
200.620833,26.11,20.56,4.023,4.712,3.125
200.6625,27.22,20,4.023,3.491,3.125
200.704167,28.89,17.78,6.706,4.014,3.125
200.745833,29.44,17.78,5.812,4.189,3.125
200.7875,30,17.78,4.47,4.363,3.125
200.829167,29.44,17.78,6.259,4.538,3.125
200.870833,30,14.44,4.917,4.363,0
200.9125,29.44,15,4.917,4.712,0
200.954167,28.33,16.11,2.682,5.061,0
200.995833,25.56,15.56,3.576,4.887,0
201.0375,23.33,16.67,3.129,5.236,0
201.079167,23.33,15,4.023,5.236,0
201.120833,22.78,14.44,4.023,5.061,0
201.1625,22.78,14.44,4.023,5.061,0
201.204167,22.22,14.44,4.023,5.061,0
201.245833,21.67,14.44,4.47,4.887,0
201.2875,21.11,15,3.129,4.712,0
201.329167,19.44,14.44,2.682,4.189,0
201.370833,22.22,15,4.917,4.887,0
201.4125,21.67,15.56,4.47,4.712,0
201.454167,22.22,16.11,4.023,5.061,0
201.495833,23.33,16.67,4.023,4.887,0
201.5375,25,17.78,4.023,4.887,0
201.579167,26.67,17.78,3.576,4.538,0
201.620833,27.78,17.78,4.023,4.538,0
201.6625,27.78,17.78,4.47,4.538,0
201.704167,28.89,18.33,3.576,4.538,0
201.745833,29.44,17.22,4.023,4.189,3.125
201.7875,29.44,17.78,4.917,4.189,3.125
201.829167,29.44,17.78,4.47,4.538,0
201.870833,28.89,17.78,4.47,4.538,3.125
201.9125,28.33,18.89,2.682,4.712,0
201.954167,27.22,19.44,2.682,4.189,0
201.995833,26.11,18.33,3.576,4.538,0
202.0375,24.44,17.78,2.682,5.061,0
202.079167,23.89,16.67,3.129,5.236,3.125
202.120833,22.78,17.78,2.682,5.061,0
202.1625,22.22,16.11,3.129,4.887,3.125
202.204167,21.11,14.44,3.576,4.887,0
202.245833,20.56,15,3.129,4.712,0
202.2875,20.56,14.44,4.917,4.712,0
202.329167,20.56,13.33,4.917,4.712,0
202.370833,20,13.89,4.023,4.712,0
202.4125,18.33,15,0,4.974,0
202.454167,20.56,15,3.129,5.236,0
202.495833,22.22,15,2.682,5.411,0
202.5375,23.33,15.56,4.023,5.236,0
202.579167,24.44,15,6.259,5.061,0
202.620833,25.56,15,4.47,5.236,0
202.6625,26.67,15,4.47,4.887,0
202.704167,27.78,15.56,4.47,17.279,0
202.745833,28.33,16.11,4.023,4.363,0
202.7875,29.44,15.56,4.917,5.236,0
202.829167,28.89,16.11,6.706,4.712,0
202.870833,28.33,16.11,4.023,4.712,0
202.9125,28.33,15.56,4.023,4.712,0
202.954167,27.22,15,3.576,4.538,0
202.995833,25.56,16.11,4.023,4.712,0
203.0375,25,16.11,4.023,4.712,0
203.079167,22.78,16.67,2.682,4.887,0
203.120833,22.22,15,3.576,4.538,0
203.1625,23.89,13.33,6.259,4.887,0
203.204167,22.22,14.44,4.47,5.236,0
203.245833,21.67,14.44,4.47,4.887,0
203.2875,21.11,13.89,4.917,5.061,0
203.329167,21.11,13.33,4.47,5.061,0
203.370833,19.44,13.33,3.129,5.236,0
203.4125,18.89,13.33,2.682,4.887,0
203.454167,20,13.89,2.235,4.712,0
203.495833,20.56,14.44,2.682,4.712,0
203.5375,21.11,14.44,3.576,5.236,0
203.579167,22.78,15,2.235,5.061,0
203.620833,24.44,14.44,0,4.451,0
203.6625,25,14.44,2.682,3.84,0
203.704167,26.11,13.33,2.235,4.189,0
203.745833,27.22,13.33,1.341,4.363,3.125
203.7875,27.22,13.89,3.576,3.84,3.125
203.829167,26.11,16.11,2.682,3.316,1.562
203.870833,25.56,16.11,2.682,5.061,0
203.9125,24.44,17.22,2.235,4.712,0
203.954167,23.89,18.33,1.341,4.887,0.347
203.995833,22.78,18.33,2.235,4.538,0.694
204.0375,22.22,17.78,2.235,4.189,1.042
204.079167,21.67,17.78,2.682,4.014,1.389
204.120833,22.22,16.67,3.129,4.887,1.736
204.1625,21.11,17.22,1.341,5.061,2.083
204.204167,20.56,16.67,3.129,3.665,2.431
204.245833,20,15,2.682,5.411,2.778
204.2875,21.67,13.89,3.576,6.109,3.125
204.329167,20.56,15,4.023,0.175,3.125
204.370833,19.44,14.44,4.917,0.524,3.125
204.4125,18.89,11.11,5.812,0.873,3.125
204.454167,18.33,10,4.917,0.698,3.125
204.495833,18.89,11.11,4.023,0.698,3.125
204.5375,18.89,10.56,6.259,1.047,0
204.579167,20,10.56,5.812,1.396,0
204.620833,21.11,10,3.129,1.222,0
204.6625,21.67,10.56,4.023,1.047,0
204.704167,22.78,10.56,4.023,0.873,0
204.745833,22.78,8.33,4.47,1.92,0
204.7875,22.22,8.33,0,1.745,0
204.829167,22.22,8.89,3.129,1.571,1.563
204.870833,22.78,8.89,3.576,1.571,3.125
204.9125,22.22,9.44,2.682,1.571,0
204.954167,20.56,8.89,3.129,1.396,3.125
204.995833,19.44,8.89,2.682,1.745,3.125
205.0375,18.89,8.89,3.129,1.92,3.125
205.079167,17.78,10,2.235,1.745,3.125
205.120833,17.22,10.56,2.682,1.745,3.125
205.1625,17.22,10.56,4.023,2.269,0
205.204167,16.67,10.56,3.576,2.269,0.071
205.245833,16.11,10.56,2.682,1.745,0.142
205.2875,16.11,10,2.682,1.396,0.213
205.329167,16.11,11.11,2.682,1.396,0.284
205.370833,15.56,11.11,2.682,1.571,0.355
205.4125,15.56,11.11,3.576,1.571,0.426
205.454167,15,10.56,3.129,1.222,0.497
205.495833,14.44,12.22,3.576,1.047,0.568
205.520833,13.89,12.78,4.47,1.396,0.611
205.5375,13.89,12.22,5.812,1.047,0.639
205.579167,12.78,10.56,4.023,1.047,0.71
205.602778,12.22,10.56,6.259,1.047,0.75
205.609028,12.22,11.11,5.812,1.047,0.761
205.61875,12.78,11.11,5.812,1.047,0.778
205.620833,12.78,11.11,7.6,1.047,0.781
205.634028,12.78,11.11,5.812,1.047,0.804
205.6625,12.78,11.67,8.047,1.222,0.852
205.68125,12.22,11.11,5.812,0.873,0.884
205.701389,12.22,11.11,4.023,0.873,0.919
205.704167,12.22,11.11,4.47,0.873,0.923
205.721528,12.22,11.11,4.47,0.698,0.953
205.736806,12.22,11.11,4.917,0.524,0.979
205.742361,12.22,11.11,6.259,0.698,0.988
205.745833,12.22,11.11,5.812,0.698,0.994
205.772917,12.22,11.11,5.812,0.873,1.04
205.786111,12.22,11.11,6.706,0.873,1.063
205.7875,11.67,10.56,4.917,0.873,1.065
205.79375,12.22,11.11,5.812,0.873,1.076
205.819444,12.22,11.11,4.023,0.873,1.12
205.829167,12.22,11.67,4.47,0.698,1.136
205.8625,12.78,11.67,4.917,0.698,1.193
205.870833,12.78,11.67,4.917,0.698,1.207
205.877083,12.78,11.67,4.47,0.698,1.218
205.881944,12.78,11.67,4.023,0.698,1.226
205.890278,12.78,11.67,4.917,1.047,1.241
205.909722,12.78,12.22,4.47,0.698,1.274
205.9125,12.78,11.67,4.47,0.698,1.278
205.933333,12.78,11.67,4.023,0.698,1.314
205.939583,12.78,11.67,4.917,0.524,1.325
205.954167,12.78,11.67,4.917,1.047,1.349
205.993056,12.78,12.22,3.129,0.524,1.416
205.995833,12.78,11.67,3.129,1.222,1.42
206.000694,12.78,11.67,4.023,1.047,1.429
206.0375,12.22,11.11,4.917,0.349,1.491
206.079167,11.67,11.11,5.812,0.698,1.563
206.090278,11.67,11.11,4.023,0.524,1.581
206.1,11.67,11.11,4.023,0.524,1.598
206.113889,11.67,11.11,6.706,0.524,1.622
206.120833,11.67,11.11,4.023,0.524,1.634
206.1625,11.67,10.56,5.812,0.524,1.705
206.204167,11.11,10.56,5.812,0.349,1.776
206.245833,11.11,10.56,5.812,0.524,1.847
206.263194,11.11,10.56,4.47,0.698,1.876
206.2875,11.11,10.56,4.917,0.524,1.918
206.297917,11.11,10.56,4.023,0.524,1.935
206.327778,11.11,11.11,3.129,0.349,1.986
206.329167,11.11,10.56,3.576,0.349,1.989
206.340278,11.11,10.56,3.129,17.279,2.008
206.345833,11.11,10.56,4.023,0.175,2.017
206.369444,11.11,11.11,4.023,0.349,2.057
206.370833,11.11,10.56,3.576,0.349,2.06
206.383333,11.11,10.56,3.576,0.524,2.081
206.39375,11.11,10.56,4.023,0.349,2.099
206.411111,11.11,11.11,3.129,0.524,2.128
206.4125,11.11,10.56,3.576,0.349,2.131
206.428472,11.11,10.56,3.576,0.349,2.158
206.434722,11.67,10.56,3.576,0.349,2.169
206.448611,11.11,10.56,4.023,0.524,2.192
206.454167,11.67,10.56,3.129,0.524,2.202
206.464583,11.67,10.56,3.129,0.524,2.219
206.477083,11.67,10.56,3.576,0.524,2.241
206.488889,11.67,10.56,3.129,0.524,2.261
206.494444,12.22,11.11,3.576,0.524,2.27
206.495833,11.67,10.56,2.682,0.524,2.273
206.507639,11.67,10.56,4.47,0.349,2.293
206.5125,11.67,10.56,3.576,0.524,2.301
206.527778,11.67,11.11,3.576,0.349,2.327
206.536111,12.22,11.11,3.129,17.279,2.341
206.5375,11.67,11.11,3.129,0.349,2.344
206.545139,11.67,11.11,4.023,0.698,2.357
206.579167,12.22,11.11,2.682,0.524,2.415
206.615972,12.78,11.67,2.235,0.349,2.478
206.619444,12.78,12.22,2.682,0.698,2.483
206.620833,12.78,11.67,2.682,17.279,2.486
206.6625,12.78,11.67,2.682,0.524,2.557
206.670139,12.78,11.67,2.682,0.524,2.57
206.675,12.78,11.67,2.682,0.524,2.578
206.702778,12.78,12.22,2.235,17.279,2.625
206.704167,13.33,12.22,2.235,17.279,2.628
206.71875,13.33,11.67,3.576,6.283,2.653
206.744444,13.89,12.22,3.576,0.524,2.696
206.745833,13.33,11.67,3.576,0.349,2.699
206.7875,14.44,12.22,3.576,5.934,2.77
206.809722,15,12.22,3.129,6.283,2.808
206.820139,15,11.67,2.235,0.175,2.826
206.829167,15.56,12.22,3.129,6.109,2.841
206.834028,15.56,12.22,2.235,17.279,2.849
206.870833,15.56,12.22,1.341,0.175,2.912
206.9125,15.56,12.22,1.341,0.524,2.983
206.954167,15.56,12.78,2.235,0.349,3.054
206.995833,15,12.78,0,1.978,3.125
207.0375,13.89,12.22,0,3.607,0
207.079167,12.78,11.67,2.235,5.236,0
207.120833,12.22,11.11,2.682,5.061,0
207.1625,12.78,11.67,3.129,5.061,0
207.204167,13.89,12.22,4.47,5.236,0
207.245833,13.89,12.22,4.47,5.236,0
207.2875,13.89,11.67,3.576,5.411,0
207.329167,13.89,11.67,4.023,5.411,0
207.370833,13.33,11.67,3.129,5.411,0
207.4125,13.33,11.11,2.682,5.585,0
207.454167,16.11,11.67,2.682,5.585,0
207.495833,18.89,11.11,2.235,6.283,0
207.5375,20.56,11.11,2.235,0.175,0
207.579167,21.67,9.44,1.341,17.279,0
207.620833,21.67,9.44,2.682,2.094,0
207.6625,21.11,9.44,0,9.687,3.125
207.704167,22.22,10,2.235,17.279,1.562
207.745833,22.78,10,3.129,3.491,0
207.7875,23.33,10,2.235,3.665,0
207.829167,22.78,10,3.129,2.793,1.563
207.870833,23.33,10.56,1.341,3.142,3.125
207.9125,23.33,11.11,3.129,3.316,2.344
207.954167,22.22,12.22,3.129,3.491,1.562
207.995833,21.11,13.33,3.129,3.84,0.781
208.0375,19.44,13.33,4.47,3.665,0
208.079167,17.78,12.22,4.917,4.189,0
208.120833,17.22,11.67,4.917,4.189,0
208.1625,16.11,12.22,4.47,4.189,0
208.204167,15.56,12.22,4.47,4.189,0
208.245833,16.11,12.22,4.917,3.84,0
208.2875,15,11.67,4.47,4.189,0
208.329167,15,11.67,4.47,4.014,0
208.370833,14.44,11.67,3.576,3.84,0
208.4125,15,11.67,4.023,4.189,0
208.454167,15.56,11.67,4.917,4.014,3.125
208.495833,15.56,12.78,4.47,4.538,3.125
208.5375,16.11,13.33,4.47,4.189,3.125
208.579167,18.33,12.22,7.153,4.712,3.125
208.620833,19.44,13.33,7.153,4.014,3.125
208.6625,18.33,15,4.917,4.189,3.125
208.704167,18.33,16.11,4.47,4.014,3.125
208.744444,17.78,17.22,4.023,4.014,3.125
208.745833,18.33,16.67,3.576,4.014,3.125
208.763194,18.33,16.67,4.023,3.84,3.125
208.770139,18.33,16.67,3.576,3.84,3.125
208.777083,18.33,16.67,4.023,3.84,3.125
208.782639,18.33,16.67,4.023,4.014,3.125
208.7875,18.89,16.67,4.023,4.014,3.125
208.81875,18.89,17.22,4.917,4.014,3.125
208.825,18.89,17.22,5.812,4.014,3.125
208.827778,18.89,17.22,4.023,4.189,3.125
208.829167,18.89,17.22,4.47,4.189,3.125
208.846528,18.89,17.22,4.47,4.014,3.125
208.870833,18.89,17.22,4.47,3.665,3.125
208.9125,18.89,17.78,3.576,3.665,3.125
208.954167,18.89,17.78,3.576,3.84,3.125
208.961806,19.44,17.78,3.576,3.665,3.125
208.969444,19.44,17.78,4.47,3.491,3.125
208.988194,18.89,17.78,3.576,4.014,3.125
208.995833,18.89,17.22,4.023,4.014,3.125
209.036111,17.78,17.22,4.023,4.363,3.125
209.0375,18.33,17.22,3.576,4.363,3.125
209.077778,17.78,17.78,2.235,3.84,3.125
209.079167,18.33,17.78,2.682,3.84,3.125
209.120833,18.33,17.22,3.576,4.014,3.125
209.1625,18.33,17.22,4.917,4.189,3.125
209.204167,18.33,17.22,4.023,4.538,3.125
209.245833,18.33,17.78,4.917,4.363,3.125
209.258333,18.33,17.22,3.576,4.712,3.125
209.2875,18.33,17.22,4.917,4.538,3.125
209.29375,18.33,17.22,4.023,4.538,3.125
209.327778,17.78,17.22,4.023,4.538,3.125
209.329167,17.78,16.67,4.023,4.538,3.125
209.336806,17.78,16.67,4.47,4.712,3.125
209.365278,17.78,16.67,3.576,4.712,3.125
209.370833,17.22,16.67,3.129,4.712,3.125
209.390278,17.22,16.11,3.129,4.538,3.125
209.4125,17.22,16.11,3.576,4.538,0
209.430556,17.22,16.11,3.576,4.363,3.125
209.438889,17.22,16.11,3.576,4.363,3.125
209.446528,17.22,16.11,3.576,4.363,3.125
209.452778,17.22,16.11,3.576,4.363,3.125
209.454167,17.22,16.11,3.576,4.363,3.125
209.461111,17.22,16.11,3.576,4.363,3.125
209.470833,17.78,16.67,2.682,4.538,3.125
209.495833,19.44,16.67,4.917,5.061,0
209.5375,20.56,16.11,4.023,5.411,0
209.579167,22.78,16.11,1.341,5.411,0
209.593056,22.22,15.56,3.129,5.76,1.276
209.613194,22.78,16.11,3.129,5.411,3.125
209.620833,22.22,15.56,2.682,5.061,3.125
209.6625,23.33,15,3.129,4.538,0
209.704167,24.44,14.44,3.576,5.236,3.125
209.745833,24.44,14.44,4.023,4.712,3.125
209.7875,25,14.44,3.129,6.283,3.125
209.829167,25.56,14.44,3.576,5.411,3.125
209.870833,25,14.44,3.129,5.061,3.125
209.9125,25,14.44,2.682,5.934,0
209.954167,23.89,13.89,3.129,6.109,0
209.995833,21.67,14.44,2.235,5.585,0
210.0375,21.11,14.44,2.682,0.175,3.125
210.079167,20.56,12.22,4.023,0.175,3.125
210.120833,19.44,11.11,4.023,0.175,0
210.1625,18.89,10.56,4.023,6.283,0
210.204167,18.33,10,3.576,0.349,0
210.245833,17.22,10,5.812,6.283,0
210.2875,17.22,10,4.917,0.175,0
210.329167,16.67,9.44,4.47,17.279,0
210.370833,15.56,9.44,4.47,0.524,0
210.4125,15,9.44,4.023,0.524,0
210.454167,15,8.89,4.47,0.524,0
210.495833,15,8.33,4.917,0.524,0
210.5375,15,8.33,6.259,0.524,0
210.579167,16.11,8.89,6.706,0.524,0
210.620833,17.78,10,6.259,0.524,0
210.6625,18.89,9.44,6.259,0.524,3.125
210.704167,19.44,9.44,4.023,0.873,1.562
210.745833,19.44,8.89,4.47,0.524,0
210.7875,19.44,7.22,4.023,0.698,0
210.829167,20.56,7.22,3.576,17.279,0
210.870833,20.56,7.78,5.812,0.698,0
210.9125,20.56,8.33,3.576,0.349,0
210.954167,20,8.33,3.129,0.524,0
210.995833,18.33,8.89,3.129,0.524,0
211.0375,16.67,8.89,2.682,0.349,0
211.079167,15.56,9.44,3.129,0.349,0
211.120833,14.44,9.44,2.682,0.175,0
211.1625,14.44,7.78,2.682,0.175,0
211.204167,15,7.78,3.576,6.109,0
