$Malden Brook Daily Discharge,
Auto-Generated,
JDAY,Flow
3196,0.007030132
3197,0.006598247
3198,0.006262336
3199,0.005950419
3200,0.006046393
3201,0.007701953
3202,0.00880566
3203,0.008109845
3204,0.011300997
3205,0.020898447
3206,0.013988283
3207,0.0113489845
3208,0.008709686
3209,0.008157832
3210,0.008061858
3211,0.014492149
3212,0.013004544
3213,0.009141571
3214,0.007917896
3215,0.007390036
3216,0.006742208
3217,0.00635831
3218,0.006190355
3219,0.009309526
3220,0.103892394
3221,0.388696716
3222,0.47027504
3223,0.206105234
3224,0.132684743
3225,1.703547337
3226,0.954946254
3227,0.417489066
3228,0.256731782
3229,0.18978957
3230,0.152839388
3231,0.13100519
3232,0.124526911
3233,0.135803914
3234,0.108931055
3235,0.094055008
3236,0.082298132
3237,0.069581511
3238,0.071021128
3239,0.070541256
3240,0.078219216
3241,0.077019535
3242,0.082058196
3243,0.103652458
3244,0.09453488
3245,0.121167804
3246,0.144441619
3247,0.118528505
3248,0.110850545
3249,0.12332723
3250,0.107251501
3251,0.095974498
3252,0.088776411
3253,0.081338387
3254,0.080858514
3255,0.074380236
3256,0.069341575
3257,0.069581511
3258,0.06838183
3259,0.066702276
3260,0.064782786
3261,0.062383424
3262,0.125726592
3263,0.138443213
3264,0.108931055
3265,0.097654052
3266,0.099333605
3267,0.094055008
3268,0.093095263
3269,0.105092075
3270,0.087816666
3271,0.0741403
3272,0.0741403
3273,0.068141893
3274,0.065262659
3275,0.069821447
3276,0.082298132
3277,0.074620172
3278,0.065022722
3279,0.074860108
3280,0.134364297
3281,0.117088887
3282,0.091895582
3283,0.089016347
3284,0.078699088
3285,0.076779598
3286,0.075339981
3287,0.073660427
3288,0.069581511
3289,0.066702276
3290,0.068141893
3291,0.078939025
3292,0.088296538
3293,0.093095263
3294,0.096694307
3295,0.090216028
3296,0.082538068
3297,0.077739343
3298,0.081338387
3299,0.161237156
3300,1.204479948
3301,0.947748167
3302,0.650227223
3303,0.371901179
3304,0.197227593
3305,0.171074542
3306,0.155718623
3307,0.143481874
3308,0.133644488
3309,0.128605827
3310,0.174913522
3311,0.340709467
3312,0.251933057
3313,0.179712247
3314,0.154039069
3315,0.180911929
3316,0.175633331
3317,0.147080918
3318,0.131245126
3319,0.118528505
3320,0.13484417
3321,0.152839388
3322,0.111090481
3323,0.21210364
3324,0.172754096
3325,0.140362703
3326,0.160037475
3327,0.151639707
3328,0.12716621
3329,0.463076952
3330,0.916556455
3331,0.463076952
3332,0.292722219
3333,0.242335607
3334,0.237536882
3335,0.215462748
3336,0.197227593
3337,0.182351546
3338,0.299920306
3339,0.35270628
3340,0.299920306
3341,0.247134332
3342,0.266329232
3343,0.283124769
3344,0.395894804
3345,0.304719031
3346,0.24473497
3347,0.214982875
3348,0.34310883
3349,0.822981319
3350,0.487070577
3351,0.34310883
3352,0.280725406
3353,0.24473497
3354,0.251933057
3355,0.242335607
3356,0.21210364
3357,0.194348358
3358,0.18978957
3359,0.195308103
3360,0.203225999
3361,0.190989251
3362,0.186910335
3363,0.184990845
3364,0.145401364
3365,0.133404552
3366,0.1290857
3367,0.125486656
3368,0.128365891
3369,0.139402958
3370,0.148760472
3371,0.154518942
3372,0.143481874
3373,0.145641301
3374,0.165316073
3375,0.233937839
3376,0.302319668
3377,0.338310105
3378,0.249533694
3379,0.210903959
3380,0.205145489
3381,0.319115205
3382,0.371901179
3383,0.261530507
3384,0.275926681
3385,0.266329232
3386,0.220501409
3387,0.186910335
3388,0.16867518
3389,0.156918304
3390,0.169874861
3391,0.149000408
3392,0.134364297
3393,0.355105642
3394,1.115703538
3395,0.705412559
3396,0.448680778
3397,0.350306917
3398,0.273527319
3399,0.229858922
3400,0.196987657
3401,0.172754096
3402,0.191948996
3403,0.357505005
3404,0.292722219
3405,0.292722219
3406,0.239936245
3407,0.226499815
3408,0.211863704
3409,0.181871673
3410,0.155958559
3411,0.144201683
3412,0.131485062
3413,0.131724998
3414,0.158837794
3415,0.140122767
3416,0.122847357
3417,0.110130736
3418,0.101732968
3419,0.095494625
3420,0.107491438
3421,0.105811884
3422,0.095014753
3423,0.170354734
3424,0.133164616
3425,0.109410928
3426,0.094055008
3427,0.110130736
3428,0.101253095
3429,0.088536474
3430,0.081578323
3431,0.069101638
3432,0.059744125
3433,0.056385018
3434,0.056624954
3435,0.063823041
3436,0.06070387
3437,0.051586293
3438,0.044388205
3439,0.038869672
3440,0.038869672
3441,0.041748907
3442,0.036950182
3443,0.047987249
3444,0.044868078
3445,0.040309289
3446,0.03766999
3447,0.035510564
3448,0.034790755
3449,0.030711839
3450,0.028552413
3451,0.024953369
3452,0.023297809
3453,0.018715027
3454,0.016027741
3455,0.014396175
3456,0.012284736
3457,0.011300997
3458,0.010149303
3459,0.007294062
3460,0.003982942
3461,0.003071184
3462,0.042948588
3463,0.15715824
3464,0.061663615
3465,0.041029098
3466,0.108211246
3467,0.072460746
3468,0.037909927
3469,0.02284193
3470,0.021858192
3471,0.018211161
3472,0.014348187
3473,0.013268474
3474,0.012788602
3475,0.011732882
3476,0.010581188
3477,0.009453488
3478,0.008349781
3479,0.00741403
3480,0.006526266
3481,0.006046393
3482,0.00575847
3483,0.005662495
3484,0.007821922
3485,0.095014753
3486,0.112290163
3487,0.027352732
3488,0.013652372
3489,0.010557195
3490,0.011205023
3491,0.017131448
3492,0.020274613
3493,0.017803269
3494,0.032151457
3495,0.032631329
3496,0.023321803
3497,0.019314868
3498,0.018019212
3499,0.015403907
3500,0.013244481
3501,0.013460423
3502,0.032871266
3503,0.038389799
3504,0.055665209
3505,0.032391393
3506,0.023657714
3507,0.025913114
3508,0.030711839
3509,0.027832604
3510,0.059984061
3511,0.33351138
3512,0.234417711
3513,0.439083328
3514,0.448680778
3515,0.239456372
3516,0.136763659
3517,0.125726592
3518,0.156198495
3519,0.109410928
3520,0.0741403
3521,0.102932649
3522,0.145881237
3523,0.091415709
3524,0.055905145
3525,0.040789162
3526,0.031911521
3527,0.029032286
3528,0.023297809
3529,0.019506817
3530,0.017803269
3531,0.015283939
3532,0.013868315
3533,0.01264464
3534,0.01125301
3535,0.009957354
3536,0.012332723
3537,0.022074135
3538,0.019842727
3539,0.01456413
3540,0.014756079
3541,0.087576729
3542,0.088296538
3543,0.095974498
3544,0.076539662
3545,0.052546038
3546,0.039349544
3547,0.031191712
3548,0.532658463
3549,0.995735416
3550,0.405492254
3551,0.237776818
3552,0.150200089
3553,0.107491438
3554,0.080138706
3555,0.103892394
3556,0.359904367
3557,0.547054638
3558,0.369501817
3559,0.263929869
3560,0.183071355
3561,0.141082512
3562,0.14756079
3563,0.254332419
3564,0.223860516
3565,0.163876455
3566,0.190509378
3567,0.129565572
3568,0.09645437
3569,0.084697494
3570,0.082298132
3571,0.15139977
3572,0.527859738
3573,0.275926681
3574,0.201066573
3575,0.16291671
3576,0.156438432
3577,0.140362703
3578,0.119248314
3579,0.105811884
3580,0.099813478
3581,0.091655645
3582,0.083737749
3583,0.083497813
3584,0.09645437
3585,0.090935837
3586,0.081578323
3587,0.117088887
3588,0.338310105
3589,0.259131144
3590,0.222900771
3591,0.190749315
3592,0.307118393
3593,0.20634517
3594,1.341243608
3595,1.070115651
3596,0.525460376
3597,0.523061013
3598,0.69581511
3599,0.443882053
3600,0.32391393
3601,0.640629773
3602,0.532658463
3603,0.359904367
3604,0.621434874
3605,0.870968568
3606,0.487070577
3607,0.45108014
3608,0.415089703
3609,0.345508192
3610,0.335910743
3611,0.446281415
3612,0.395894804
3613,0.290322856
3614,0.221221218
3615,0.213783194
3616,0.233457966
3617,0.285524131
3618,1.074914376
3619,0.842176219
3620,0.499067389
3621,0.364703092
3622,0.302319668
3623,0.45108014
3624,0.69581511
3625,0.487070577
3626,0.347907555
3627,0.283124769
3628,0.24473497
3629,0.208984469
3630,0.183311291
3631,0.173953777
3632,0.157878049
3633,0.150679962
3634,0.133884425
3635,0.132204871
3636,0.138683149
3637,0.141562384
3638,0.222180963
3639,0.193868486
3640,0.150679962
3641,0.137723404
3642,0.314316481
3643,0.79418897
3644,0.439083328
3645,0.283124769
3646,0.224340389
3647,0.184990845
3648,0.165556009
3649,0.172994032
3650,0.251933057
3651,0.210903959
3652,0.177552821
