$Direct Runoff Daily Discharge,
Auto-Generated,
JDAY,Flow
3309,1.273333333
3310,2.4
3311,1.253333333
3312,1.223333333
3313,0.293333333
3314,1.303333333
3315,2.11
3316,1.943333333
3317,0.933333333
3318,0.486666667
3319,0.25
3320,0.163333333
3321,0.11
3322,1.273333333
3323,1.176666667
3324,0.183333333
3325,-0.363333333
3326,0.2
3327,1.35
3328,0.243333333
3329,-1.346666667
3330,-1.7
3331,-0.86
3332,0.483333333
3333,1.053333333
3334,1.216666667
3335,1.726666667
3336,1.366666667
3337,0.973333333
3338,-0.033333333
3339,-0.243333333
3340,0.09
3341,0.9
3342,0.9
3343,1.053333333
3344,1.506666667
3345,1.943333333
3346,1.336666667
3347,0.59
3348,0.153333333
3349,0.616666667
3350,1.536666667
3351,3.196666667
3352,4.23
3353,4.953333333
3354,2.643333333
3355,1.986666667
3356,2.046666667
3357,4.01
3358,4.19
3359,2.69
3360,1.173333333
3361,0.066666667
3362,-0.21
3363,0.61
3364,-0.036666667
3365,-0.026666667
3366,0.176666667
3367,1.35
3368,1.323333333
3369,0.76
3370,1.58
3371,2.57
3372,2.543333333
3373,1.196666667
3374,0.566666667
3375,1.323333333
3376,0.92
3377,0.496666667
3378,0.146666667
3379,0.636666667
3380,0.636666667
3381,0.833333333
3382,1.803333333
3383,3.89
3384,3.056666667
3385,2.046666667
3386,0.946666667
3387,2.09
3388,3.01
3389,1.613333333
3390,0.503333333
3391,0.506666667
3392,0.916666667
3393,3.066666667
3394,0.033333333
3395,0.033333333
3396,-2.15
3397,-8.88E-16
3398,-8.88E-16
3399,-8.88E-16
3400,-8.88E-16
3401,-2.083333333
3402,-1.656666667
3403,0.016666667
3404,2.96
3405,2.916666667
3406,2.406666667
3407,2.086666667
3408,3.733333333
3409,3.236666667
3410,3.286666667
3411,1.603333333
3412,2.093333333
3413,3.306666667
3414,4.216666667
3415,3.706666667
3416,1.636666667
3417,0.876666667
3418,1.016666667
3419,2.24
3420,2.443333333
3421,1.656666667
3422,1.18
3423,0.113333333
3424,-0.54
3425,-0.596666667
3426,-0.656666667
3427,-0.59
3428,-1.013333333
3429,0.3
3430,0.886666667
3431,0.246666667
3432,-0.333333333
3433,0.636666667
3434,1.816666667
3435,1.45
3436,-0.643333333
3437,-1.933333333
3438,-1.873333333
3439,-0.75
3440,0.243333333
3441,1.336666667
3442,1.336666667
3443,1.093333333
3444,-2.463333333
3445,-3.976666667
3446,-3.116666667
3447,1.16
3448,2.673333333
3449,2.063333333
3450,0.396666667
3451,0.956666667
3452,1.366666667
3453,2.05
3454,2.183333333
3455,1.033333333
3456,0.203333333
3457,0.166666667
3458,0.66
3459,0.536666667
3460,1.796666667
3461,3.166666667
3462,4.793333333
3463,2.876666667
3464,1.42
3465,1.78
3466,3.376666667
3467,3.716666667
3468,2.47
3469,2.143333333
3470,2.653333333
3471,1.913333333
3472,0.863333333
3473,1.526666667
3474,2.803333333
3475,3.283333333
3476,2.826666667
3477,2.066666667
3478,2.016666667
3479,0.94
3480,1.456666667
3481,1.91
3482,2.66
3483,4.526666667
3484,2.243333333
3485,4.333333333
3486,1.556666667
3487,4.133333333
3488,1.663333333
3489,1.95
3490,-0.436666667
3491,-0.606666667
3492,-0.626666667
3493,0.256666667
3494,0.486666667
3495,0.66
3496,1.473333333
3497,1.146666667
3498,0.96
3499,1.403333333
3500,1.403333333
3501,1.076666667
3502,0.196666667
3503,1.263333333
3504,2.903333333
3505,2.633333333
3506,1.566666667
3507,1.56
3508,2.326666667
3509,3.953333333
3510,4.883333333
3511,4.12
3512,2.87
3513,0.38
3514,3.75
3515,2.93
3516,2.986666667
3517,-0.863333333
3518,0.256666667
3519,2.186666667
3520,2.136666667
3521,1.46
3522,-0.023333333
3523,0.91
3524,1.616666667
3525,1.896666667
3526,1.956666667
3527,1.153333333
3528,1.776666667
3529,2.823333333
3530,3.653333333
3531,2.14
3532,1.65
3533,1.573333333
3534,3.486666667
3535,3.086666667
3536,3.806666667
3537,2.82
3538,3.613333333
3539,2.536666667
3540,1.2
3541,-0.743333333
3542,0.106666667
3543,1.24
3544,2.193333333
3545,1.806666667
3546,1.3
3547,-0.19
3548,-3.116666667
3549,-3.226666667
3550,-1.55
3551,1.25
3552,1.873333333
3553,2.06
3554,2.95
3555,1.996666667
3556,2.31
3557,2.043333333
3558,2.533333333
3559,1.976666667
3560,0.33
3561,-0.706666667
3562,-1.263333333
3563,0.186666667
3564,2.09
3565,3.8
3566,3.573333333
3567,3.856666667
3568,2.836666667
3569,4.133333333
3570,3.726666667
3571,4.693333333
3572,4.11
3573,3.523333333
3574,4.94
3575,3.923333333
3576,4.43
3577,0.89
3578,0.85
3579,0.85
3580,2.15
3581,3.286666667
3582,4.03
3583,4.853333333
3584,3.51
3585,1.99
3586,2.41
3587,2.843333333
3588,2.976666667
3589,1.31
3590,2.366666667
3591,2.993333333
3592,3.093333333
3593,3.863333333
3594,1.863333333
3595,1.913333333
3596,-0.023333333
3597,3.1
3598,3.003333333
3599,2.88
3600,3.74
3601,4.526666667
3602,5.96
3603,4.233333333
3604,2.983333333
3605,1.606666667
3606,3.033333333
3607,2.396666667
3608,2.583333333
3609,1.773333333
3610,4.116666667
3611,3.99
3612,3.546666667
3613,2.45
3614,2.34
3615,2.623333333
3616,1.773333333
3617,2.38
3618,1.943333333
3619,2.396666667
3620,1.266666667
3621,0.63
3622,2.31
3623,2.643333333
3624,2.98
3625,3.933333333
3626,5.473333333
3627,6.186666667
3628,4.87
3629,4.403333333
3630,5.9
3631,4.986666667
3632,3.94
3633,1.76
3634,2.776666667
3635,4.64
3636,1.996666667
3637,-1.28
3638,-5.14
3639,-4.993333333
3640,-3.35
3641,0.086666667
3642,1.58
3643,1.973333333
3644,-1.563333333
3645,-1.373333333
3646,0.503333333
3647,2.27
3648,2.27
3649,2
3650,1.81
3651,1.81
3652,0
