$Waushacum Daily Discharge,
Auto-Generated,
JDAY,Flow
3208,0.02110177
3209,0.019764744
3210,0.019532217
3211,0.035111486
3212,0.031507327
3213,0.022148139
3214,0.019183428
3215,0.017904533
3216,0.016334979
3217,0.015404874
3218,0.014997953
3219,0.02255506
3220,0.251709824
3221,0.941731906
3222,1.139379343
3223,0.499350437
3224,0.321467743
3225,4.127343539
3226,2.313637646
3227,1.011489825
3228,0.622008111
3229,0.459820949
3230,0.370298286
3231,0.317398531
3232,0.301703
3233,0.329024851
3234,0.26391746
3235,0.227875869
3236,0.199391385
3237,0.168581637
3238,0.172069533
3239,0.170906901
3240,0.189509013
3241,0.186602433
3242,0.198810069
3243,0.251128508
3244,0.229038501
3245,0.293564576
3246,0.349952227
3247,0.2871701
3248,0.268567988
3249,0.29879642
3250,0.259848248
3251,0.232526397
3252,0.215086917
3253,0.197066121
3254,0.195903489
3255,0.180207957
3256,0.168000322
3257,0.168581637
3258,0.165675058
3259,0.161605846
3260,0.156955318
3261,0.151142158
3262,0.304609579
3263,0.335419327
3264,0.26391746
3265,0.236595608
3266,0.24066482
3267,0.227875869
3268,0.225550605
3269,0.254616404
3270,0.212761653
3271,0.179626641
3272,0.179626641
3273,0.165093742
3274,0.15811795
3275,0.169162953
3276,0.199391385
3277,0.180789273
3278,0.157536634
3279,0.181370589
3280,0.325536955
3281,0.283682204
3282,0.222644025
3283,0.215668233
3284,0.190671645
3285,0.186021117
3286,0.182533221
3287,0.178464009
3288,0.168581637
3289,0.161605846
3290,0.165093742
3291,0.191252961
3292,0.213924285
3293,0.225550605
3294,0.234270345
3295,0.218574813
3296,0.199972701
3297,0.188346381
3298,0.197066121
3299,0.390644346
3300,2.918206277
3301,2.296198166
3302,1.575366337
3303,0.901039787
3304,0.477841745
3305,0.414478302
3306,0.377274078
3307,0.347626963
3308,0.323793007
3309,0.311585371
3310,0.423779358
3311,0.825468708
3312,0.610381791
3313,0.435405678
3314,0.373204866
3315,0.438312257
3316,0.425523306
3317,0.356346703
3318,0.317979847
3319,0.2871701
3320,0.326699587
3321,0.370298286
3322,0.269149304
3323,0.513883336
3324,0.418547514
3325,0.340069855
3326,0.387737766
3327,0.367391707
3328,0.308097475
3329,1.121939863
3330,2.220627087
3331,1.121939863
3332,0.709205509
3333,0.587129151
3334,0.575502831
3335,0.52202176
3336,0.477841745
3337,0.441800153
3338,0.726644989
3339,0.854534507
3340,0.726644989
3341,0.598755471
3342,0.64526075
3343,0.68595287
3344,0.959171386
3345,0.738271309
3346,0.592942311
3347,0.520859128
3348,0.831281868
3349,1.99391385
3350,1.180071462
3351,0.831281868
3352,0.68013971
3353,0.592942311
3354,0.610381791
3355,0.587129151
3356,0.513883336
3357,0.470865953
3358,0.459820949
3359,0.473191217
3360,0.492374645
3361,0.462727529
3362,0.452845157
3363,0.448194629
3364,0.352277491
3365,0.323211691
3366,0.312748003
3367,0.304028263
3368,0.311004055
3369,0.337744591
3370,0.360415915
3371,0.374367498
3372,0.347626963
3373,0.352858807
3374,0.400526718
3375,0.566783092
3376,0.732458149
3377,0.819655548
3378,0.604568631
3379,0.510976756
3380,0.497025173
3381,0.773150269
3382,0.901039787
3383,0.633634431
3384,0.66851339
3385,0.64526075
3386,0.534229396
3387,0.452845157
3388,0.408665142
3389,0.380180658
3390,0.411571722
3391,0.360997231
3392,0.325536955
3393,0.860347667
3394,2.70311936
3395,1.709069015
3396,1.087060904
3397,0.848721347
3398,0.66270023
3399,0.55690072
3400,0.477260429
3401,0.418547514
3402,0.465052793
3403,0.866160827
3404,0.709205509
3405,0.709205509
3406,0.581315991
3407,0.548762296
3408,0.51330202
3409,0.440637521
3410,0.377855394
3411,0.349370911
3412,0.318561163
3413,0.319142479
3414,0.384831186
3415,0.339488539
3416,0.297633788
3417,0.26682404
3418,0.24647798
3419,0.231363765
3420,0.260429564
3421,0.256360352
3422,0.230201133
3423,0.412734354
3424,0.322630375
3425,0.265080092
3426,0.227875869
3427,0.26682404
3428,0.245315348
3429,0.214505601
3430,0.197647437
3431,0.167419006
3432,0.144747682
3433,0.136609258
3434,0.137190574
3435,0.154630054
3436,0.147072946
3437,0.124982938
3438,0.107543458
3439,0.094173191
3440,0.094173191
3441,0.101148982
3442,0.089522663
3443,0.116263198
3444,0.10870609
3445,0.097661087
3446,0.091266611
3447,0.086034767
3448,0.084290819
3449,0.074408447
3450,0.069176603
3451,0.060456863
3452,0.056445783
3453,0.045342647
3454,0.038831908
3455,0.034878959
3456,0.029763379
3457,0.027379983
3458,0.024589666
3459,0.017672006
3460,0.009649845
3461,0.007440845
3462,0.104055562
3463,0.380761974
3464,0.14939821
3465,0.099405035
3466,0.262173512
3467,0.175557429
3468,0.091847927
3469,0.055341282
3470,0.052957887
3471,0.044121884
3472,0.034762696
3473,0.032146774
3474,0.030984142
3475,0.028426352
3476,0.025636035
3477,0.02290385
3478,0.020229796
3479,0.017962664
3480,0.015811795
3481,0.014649163
3482,0.013951584
3483,0.013719057
3484,0.018950901
3485,0.230201133
3486,0.272055884
3487,0.066270023
3488,0.03307688
3489,0.025577904
3490,0.027147457
3491,0.041505962
3492,0.049121201
3493,0.043133647
3494,0.077896343
3495,0.079058975
3496,0.056503914
3497,0.046795937
3498,0.043656831
3499,0.037320487
3500,0.032088643
3501,0.032611827
3502,0.079640291
3503,0.093010559
3504,0.13486531
3505,0.078477659
3506,0.057317757
3507,0.062782127
3508,0.074408447
3509,0.067432655
3510,0.145328998
3511,0.808029228
3512,0.567945724
3513,1.063808264
3514,1.087060904
3515,0.580153359
3516,0.331350115
3517,0.304609579
3518,0.37843671
3519,0.265080092
3520,0.179626641
3521,0.24938456
3522,0.353440123
3523,0.221481393
3524,0.135446626
3525,0.098823719
3526,0.077315027
3527,0.070339235
3528,0.056445783
3529,0.04726099
3530,0.043133647
3531,0.037029829
3532,0.033600064
3533,0.030635353
3534,0.02726372
3535,0.024124614
3536,0.029879642
3537,0.053481071
3538,0.048074832
3539,0.035285881
3540,0.035750933
3541,0.212180337
3542,0.213924285
3543,0.232526397
3544,0.185439801
3545,0.127308202
3546,0.095335823
3547,0.075571079
3548,1.290521501
3549,2.412461364
3550,0.982424025
3551,0.576084147
3552,0.363903811
3553,0.260429564
3554,0.194159541
3555,0.251709824
3556,0.871973987
3557,1.32540046
3558,0.895226627
3559,0.639447591
3560,0.443544101
3561,0.341813803
3562,0.357509335
3563,0.616194951
3564,0.54236782
3565,0.397038822
3566,0.461564897
3567,0.313910635
3568,0.233689029
3569,0.205204545
3570,0.199391385
3571,0.366810391
3572,1.278895181
3573,0.66851339
3574,0.487142801
3575,0.394713558
3576,0.379018026
3577,0.340069855
3578,0.288914048
3579,0.256360352
3580,0.241827452
3581,0.222062709
3582,0.202879281
3583,0.202297965
3584,0.233689029
3585,0.220318761
3586,0.197647437
3587,0.283682204
3588,0.819655548
3589,0.627821271
3590,0.540042556
3591,0.462146213
3592,0.744084469
3593,0.499931753
3594,3.249556392
3595,2.592669321
3596,1.273082021
3597,1.267268861
3598,1.685816375
3599,1.075434584
3600,0.784776588
3601,1.552113697
3602,1.290521501
3603,0.871973987
3604,1.505608418
3605,2.110177049
3606,1.180071462
3607,1.092874064
3608,1.005676665
3609,0.837095028
3610,0.813842388
3611,1.081247744
3612,0.959171386
3613,0.70339235
3614,0.535973344
3615,0.517952548
3616,0.56562046
3617,0.69176603
3618,2.604295641
3619,2.04041913
3620,1.209137262
3621,0.883600307
3622,0.732458149
3623,1.092874064
3624,1.685816375
3625,1.180071462
3626,0.842908187
3627,0.68595287
3628,0.592942311
3629,0.506326228
3630,0.444125417
3631,0.421454094
3632,0.382505922
3633,0.365066443
3634,0.324374323
3635,0.320305111
3636,0.336000643
3637,0.342976435
3638,0.538298608
3639,0.469703321
3640,0.365066443
3641,0.333675379
3642,0.761523949
3643,1.924155931
3644,1.063808264
3645,0.68595287
3646,0.543530452
3647,0.448194629
3648,0.401108034
3649,0.41912883
3650,0.610381791
3651,0.510976756
3652,0.430173834
